ID	Target	Plasmid	8aB_rep1	8aB_rep2	8aB_rep3
MRGPRF-14	MRGPRF	478	0	792	0
MRGPRF-2	MRGPRF	3652	0	597	1548
MRGPRF-3	MRGPRF	431	0	0	458
MRGPRF-4	MRGPRF	1820	597	0	583
MRGPRF-5	MRGPRF	0	0	0	0
MRGPRF-6	MRGPRF	67	0	0	0
MRGPRF-7	MRGPRF	661	0	0	5
MRGPRF-8	MRGPRF	28	0	0	0
MRGPRF-9	MRGPRF	0	0	0	0
MRGPRG-1	MRGPRG	1415	0	796	14
MRGPRG-2	MRGPRG	2232	0	0	138
MRGPRG-3	MRGPRG	1190	0	698	765
MRGPRG-4	MRGPRG	1403	0	0	551
MRGPRG-5	MRGPRG	1546	0	346	343
MRGPRG-6	MRGPRG	152	0	0	0
MRGPRG-7	MRGPRG	1996	844	2	31
MRGPRX1-1	MRGPRX1	1764	1242	0	550
MRGPRX1-2	MRGPRX1	353	0	0	0
MRGPRX1-3	MRGPRX1	0	0	0	0
MRGPRX1-4	MRGPRX1	738	0	0	0
MRGPRX1-5	MRGPRX1	424	0	0	0
MRGPRX1-6	MRGPRX1	549	1164	0	0
MRGPRX1-7	MRGPRX1	960	1	0	458
MRGPRX2-1	MRGPRX2	820	0	340	282
MRGPRX2-2	MRGPRX2	1029	0	952	0
MRGPRX2-3	MRGPRX2	430	0	0	0
MRGPRX2-4	MRGPRX2	211	1	0	0
MRGPRX2-5	MRGPRX2	1355	247	479	164
MRGPRX2-6	MRGPRX2	0	0	0	0
MRGPRX2-7	MRGPRX2	320	1	0	27
MRGPRX2-8	MRGPRX2	658	0	0	0
MRGPRX3-1	MRGPRX3	232	0	0	0
MRGPRX3-10	MRGPRX3	496	0	0	0
MRGPRX3-11	MRGPRX3	1088	0	79	938
MRGPRX3-12	MRGPRX3	1447	0	169	29
MRGPRX3-13	MRGPRX3	95	0	0	0
MRGPRX3-14	MRGPRX3	542	0	0	0
MRGPRX3-15	MRGPRX3	1113	0	632	6
MRGPRX3-16	MRGPRX3	377	0	144	198
MRGPRX3-2	MRGPRX3	101	0	0	0
MRGPRX3-3	MRGPRX3	400	124	0	806
MRGPRX3-4	MRGPRX3	438	0	257	0
MRGPRX3-5	MRGPRX3	366	0	585	0
MRGPRX3-6	MRGPRX3	56	0	0	0
MRGPRX3-7	MRGPRX3	308	0	128	0
MRGPRX3-8	MRGPRX3	808	0	0	0
MRGPRX3-9	MRGPRX3	997	0	35	22
MRGPRX4-1	MRGPRX4	484	0	355	0
MRGPRX4-2	MRGPRX4	413	0	0	0
MRGPRX4-3	MRGPRX4	497	0	0	0
MRGPRX4-4	MRGPRX4	282	0	0	117
MRGPRX4-5	MRGPRX4	584	0	0	0
MRGPRX4-6	MRGPRX4	922	0	44	1211
MRGPRX4-7	MRGPRX4	1019	272	0	1000
MRRF-1	MRRF	1147	0	0	1
MRRF-10	MRRF	453	385	0	0
MRRF-11	MRRF	157	0	0	0
MRRF-12	MRRF	1219	0	83	611
MRRF-13	MRRF	982	0	0	175
MRRF-14	MRRF	550	0	265	0
MRRF-2	MRRF	397	0	0	696
MRRF-3	MRRF	703	0	0	255
MRRF-4	MRRF	180	0	0	2
MRRF-5	MRRF	1370	0	745	730
MRRF-6	MRRF	1306	0	59	0
MRRF-7	MRRF	1457	0	65	222
MRRF-8	MRRF	166	0	0	0
MRRF-9	MRRF	0	0	0	0
MRS2-1	MRS2	170	0	0	0
MRS2-2	MRS2	654	0	0	1
MRS2-3	MRS2	1923	0	0	353
MRS2-4	MRS2	0	0	0	0
MRS2-5	MRS2	218	0	0	192
MRS2-6	MRS2	706	428	0	0
MRS2-7	MRS2	474	0	0	253
MRVI1-1	MRVI1	1410	0	245	0
MRVI1-10	MRVI1	1010	0	0	0
MRVI1-11	MRVI1	1150	0	0	628
MRVI1-12	MRVI1	505	453	25	0
MRVI1-13	MRVI1	173	0	0	207
MRVI1-14	MRVI1	1120	69	0	0
MRVI1-2	MRVI1	378	1314	0	0
MRVI1-3	MRVI1	21	0	0	0
MRVI1-4	MRVI1	732	0	0	4
MRVI1-5	MRVI1	1463	0	391	0
MRVI1-6	MRVI1	325	0	0	0
MRVI1-7	MRVI1	502	0	0	0
MRVI1-8	MRVI1	1273	275	0	361
MRVI1-9	MRVI1	0	0	0	0
MS4A10-1	MS4A10	1099	878	96	0
MS4A10-2	MS4A10	1776	501	0	156
MS4A10-3	MS4A10	1083	0	107	239
MS4A10-4	MS4A10	1195	0	252	434
MS4A10-5	MS4A10	1326	0	409	638
MS4A10-6	MS4A10	879	0	0	441
MS4A10-7	MS4A10	1148	0	0	0
MS4A1-1	MS4A1	463	0	0	0
MS4A1-10	MS4A1	581	0	162	597
MS4A1-11	MS4A1	163	0	0	1
MS4A1-12	MS4A1	912	0	0	475
MS4A1-13	MS4A1	836	0	118	205
MS4A1-14	MS4A1	92	0	0	0
MS4A1-15	MS4A1	277	0	0	0
MS4A1-2	MS4A1	646	0	0	889
MS4A12-1	MS4A12	283	0	0	0
MS4A12-2	MS4A12	1015	0	0	241
MS4A12-3	MS4A12	744	0	0	649
MS4A12-4	MS4A12	446	1	196	192
MS4A1-3	MS4A1	221	0	0	382
MS4A13-1	MS4A13	769	1079	0	469
MS4A13-2	MS4A13	133	0	0	0
MS4A13-3	MS4A13	98	0	0	0
MS4A13-4	MS4A13	921	0	0	1
MS4A13-5	MS4A13	992	0	452	246
MS4A13-6	MS4A13	1337	294	239	1789
MS4A13-7	MS4A13	868	0	24	250
MS4A1-4	MS4A1	327	54	0	487
MS4A14-1	MS4A14	561	0	0	466
MS4A14-2	MS4A14	313	0	422	0
MS4A14-3	MS4A14	0	0	0	0
MS4A14-4	MS4A14	442	0	0	9
MS4A14-5	MS4A14	547	0	0	0
MS4A14-6	MS4A14	362	0	208	0
MS4A14-7	MS4A14	529	359	0	152
MS4A1-5	MS4A1	315	0	0	0
MS4A15-1	MS4A15	1208	689	138	471
MS4A15-2	MS4A15	435	0	0	164
MS4A15-3	MS4A15	540	0	0	0
MS4A15-4	MS4A15	1285	0	0	392
MS4A15-5	MS4A15	1517	151	0	1091
MS4A15-6	MS4A15	271	0	382	0
MS4A15-7	MS4A15	1250	0	0	0
MS4A15-8	MS4A15	504	1	177	339
MS4A1-6	MS4A1	235	0	0	75
MS4A1-7	MS4A1	59	0	0	0
MS4A1-8	MS4A1	510	0	0	0
MS4A18-1	MS4A18	675	0	0	139
MS4A18-2	MS4A18	666	0	0	367
MS4A18-3	MS4A18	318	0	0	0
MS4A18-4	MS4A18	110	0	0	0
MS4A18-5	MS4A18	1267	0	0	0
MS4A18-6	MS4A18	450	1	0	0
MS4A18-7	MS4A18	300	0	0	2
MS4A18-8	MS4A18	201	0	0	379
MS4A1-9	MS4A1	117	0	0	0
MS4A2-1	MS4A2	1154	0	0	270
MS4A2-2	MS4A2	331	0	0	0
MS4A2-3	MS4A2	2207	565	93	187
MS4A2-4	MS4A2	1137	0	1	535
MS4A2-5	MS4A2	233	0	1	3
MS4A2-6	MS4A2	1175	0	231	270
MS4A3-1	MS4A3	805	0	29	0
MS4A3-2	MS4A3	520	0	233	540
MS4A3-3	MS4A3	133	0	226	0
MS4A3-4	MS4A3	253	0	0	422
MS4A3-5	MS4A3	1379	0	310	844
MS4A3-6	MS4A3	826	0	323	691
MS4A3-7	MS4A3	1163	0	0	638
MS4A4A-1	MS4A4A	1608	0	224	0
MS4A4A-10	MS4A4A	1758	0	0	1480
MS4A4A-2	MS4A4A	5	0	0	0
MS4A4A-3	MS4A4A	954	0	431	745
MS4A4A-4	MS4A4A	819	55	279	300
MS4A4A-5	MS4A4A	1772	596	132	1357
MS4A4A-6	MS4A4A	1273	0	183	8
MS4A4A-7	MS4A4A	847	876	0	0
MS4A4A-8	MS4A4A	2246	0	251	228
MS4A4A-9	MS4A4A	661	0	0	578
MS4A4E-1	MS4A4E	1347	2397	0	749
MS4A4E-2	MS4A4E	486	0	0	250
MS4A4E-3	MS4A4E	1475	6	0	1112
MS4A4E-4	MS4A4E	1138	0	537	957
MS4A4E-5	MS4A4E	846	401	0	12
MS4A4E-6	MS4A4E	591	0	121	254
MS4A4E-7	MS4A4E	2236	0	839	233
MS4A5-1	MS4A5	458	550	815	111
MS4A5-2	MS4A5	1633	0	326	837
MS4A5-3	MS4A5	563	1023	338	334
MS4A5-4	MS4A5	1262	0	1	642
MS4A5-5	MS4A5	1567	0	0	19
MS4A5-6	MS4A5	436	0	0	0
MS4A5-7	MS4A5	754	0	0	149
MS4A6A-1	MS4A6A	1032	0	437	548
MS4A6A-10	MS4A6A	623	0	0	0
MS4A6A-2	MS4A6A	277	0	0	0
MS4A6A-3	MS4A6A	2018	340	551	193
MS4A6A-4	MS4A6A	999	0	0	783
MS4A6A-5	MS4A6A	743	0	164	246
MS4A6A-6	MS4A6A	234	0	0	0
MS4A6A-7	MS4A6A	510	0	69	1
MS4A6A-8	MS4A6A	745	881	51	526
MS4A6A-9	MS4A6A	1232	0	111	4
MS4A6E-1	MS4A6E	1198	1	1869	248
MS4A6E-2	MS4A6E	778	0	0	29
MS4A6E-3	MS4A6E	1443	0	0	694
MS4A6E-4	MS4A6E	1340	0	116	0
MS4A6E-5	MS4A6E	300	0	289	0
MS4A6E-6	MS4A6E	1092	0	0	366
MS4A6E-7	MS4A6E	732	0	0	0
MS4A7-1	MS4A7	2171	0	1159	0
MS4A7-2	MS4A7	956	0	0	261
MS4A7-3	MS4A7	1843	0	927	436
MS4A7-4	MS4A7	796	0	0	0
MS4A7-5	MS4A7	815	0	351	0
MS4A7-6	MS4A7	295	0	172	0
MS4A7-7	MS4A7	393	0	0	609
MS4A8-1	MS4A8	728	630	167	319
MS4A8-2	MS4A8	0	0	0	0
MS4A8-3	MS4A8	242	1309	0	92
MS4A8-4	MS4A8	512	0	0	239
MS4A8-5	MS4A8	519	0	0	302
MS4A8-6	MS4A8	327	0	0	0
MSANTD3-TMEFF1-1	MSANTD3-TMEFF1	1083	526	0	7
MSANTD3-TMEFF1-2	MSANTD3-TMEFF1	1955	0	53	594
MSANTD3-TMEFF1-3	MSANTD3-TMEFF1	571	1	256	0
MSANTD3-TMEFF1-4	MSANTD3-TMEFF1	399	0	0	12
MSANTD3-TMEFF1-5	MSANTD3-TMEFF1	451	0	0	0
MSANTD3-TMEFF1-6	MSANTD3-TMEFF1	1366	0	0	213
MSANTD3-TMEFF1-7	MSANTD3-TMEFF1	1185	984	0	6
MSLN-1	MSLN	757	0	803	313
MSLN-10	MSLN	1058	362	87	348
MSLN-11	MSLN	1469	0	0	20
MSLN-12	MSLN	511	0	0	0
MSLN-13	MSLN	390	0	0	0
MSLN-14	MSLN	351	0	486	0
MSLN-2	MSLN	1067	1113	0	408
MSLN-3	MSLN	1286	0	480	1
MSLN-4	MSLN	1707	833	339	694
MSLN-5	MSLN	662	0	0	0
MSLN-6	MSLN	928	0	0	320
MSLN-7	MSLN	336	0	0	0
MSLN-8	MSLN	2	0	0	0
MSLN-9	MSLN	0	0	0	0
MSLNL-1	MSLNL	146	0	0	0
MSLNL-2	MSLNL	83	0	0	0
MSLNL-3	MSLNL	150	0	0	0
MSLNL-4	MSLNL	239	0	0	0
MSLNL-5	MSLNL	1158	0	70	1
MSLNL-6	MSLNL	357	0	0	0
MSLNL-7	MSLNL	783	0	0	231
MSMB-1	MSMB	332	0	0	0
MSMB-2	MSMB	630	0	222	330
MSMB-3	MSMB	1647	0	328	574
MSMB-4	MSMB	1054	0	0	1381
MSMB-5	MSMB	1070	0	318	1215
MSMB-6	MSMB	1727	0	353	349
MSMB-7	MSMB	1720	0	139	1
MSMO1-1	MSMO1	796	0	0	5
MSMO1-2	MSMO1	193	0	23	0
MSMO1-3	MSMO1	1065	0	323	265
MSMO1-4	MSMO1	661	0	0	362
MSMO1-5	MSMO1	181	0	0	0
MSMO1-6	MSMO1	1470	0	218	0
MSMO1-7	MSMO1	27	0	0	0
MSMP-1	MSMP	0	0	0	0
MSMP-2	MSMP	1137	2008	1	1008
MSMP-3	MSMP	1181	0	0	194
MSMP-4	MSMP	268	0	850	233
MSMP-5	MSMP	518	0	0	0
MSMP-6	MSMP	211	0	0	1
MSMP-7	MSMP	778	0	0	10
MSR1-1	MSR1	0	0	0	0
MSR1-10	MSR1	245	0	0	0
MSR1-11	MSR1	507	0	0	0
MSR1-12	MSR1	145	0	0	0
MSR1-2	MSR1	1513	0	11	1137
MSR1-3	MSR1	799	0	0	1914
MSR1-4	MSR1	132	0	0	0
MSR1-5	MSR1	1537	0	232	523
MSR1-6	MSR1	3361	376	1524	849
MSR1-7	MSR1	832	0	0	0
MSR1-8	MSR1	337	0	0	206
MSR1-9	MSR1	1051	0	64	1
MST1R-1	MST1R	210	0	0	0
MST1R-2	MST1R	235	0	0	0
MST1R-3	MST1R	453	0	0	0
MST1R-4	MST1R	117	0	0	0
MST1R-5	MST1R	280	0	0	0
MST1R-6	MST1R	1352	0	485	728
MST1R-7	MST1R	1210	0	0	3
MTCH1-1	MTCH1	2288	0	502	450
MTCH1-2	MTCH1	514	0	0	22
MTCH1-3	MTCH1	0	0	0	0
MTCH1-4	MTCH1	388	0	89	0
MTCH1-5	MTCH1	198	0	106	0
MTCH1-6	MTCH1	780	0	0	0
MTCH1-7	MTCH1	2008	0	1	377
MTDH-1	MTDH	25	0	0	0
MTDH-10	MTDH	1449	2406	468	113
MTDH-11	MTDH	1306	0	467	279
MTDH-12	MTDH	1879	268	0	0
MTDH-13	MTDH	2373	465	0	566
MTDH-14	MTDH	1468	0	365	21
MTDH-2	MTDH	444	0	0	0
MTDH-3	MTDH	978	0	0	414
MTDH-4	MTDH	1202	0	142	0
MTDH-5	MTDH	483	0	305	297
MTDH-6	MTDH	1910	380	763	1
MTDH-7	MTDH	1189	0	0	565
MTDH-8	MTDH	444	0	0	0
MTDH-9	MTDH	449	253	0	0
MTHFD1-1	MTHFD1	492	0	0	0
MTHFD1-10	MTHFD1	496	0	0	0
MTHFD1-11	MTHFD1	929	0	0	1127
MTHFD1-12	MTHFD1	558	0	140	903
MTHFD1-13	MTHFD1	848	0	453	3
MTHFD1-14	MTHFD1	1323	0	173	1104
MTHFD1-2	MTHFD1	173	0	0	1
MTHFD1-3	MTHFD1	532	175	0	369
MTHFD1-4	MTHFD1	263	0	0	106
MTHFD1-5	MTHFD1	617	0	0	1
MTHFD1-6	MTHFD1	755	0	389	0
MTHFD1-7	MTHFD1	1386	0	514	847
MTHFD1-8	MTHFD1	477	0	338	197
MTHFD1-9	MTHFD1	890	0	0	729
MTHFD1L-1	MTHFD1L	1747	856	449	866
MTHFD1L-10	MTHFD1L	1692	0	151	347
MTHFD1L-11	MTHFD1L	167	948	0	0
MTHFD1L-12	MTHFD1L	0	0	0	0
MTHFD1L-13	MTHFD1L	2281	1710	683	353
MTHFD1L-14	MTHFD1L	1734	19	288	269
MTHFD1L-15	MTHFD1L	415	1319	0	213
MTHFD1L-2	MTHFD1L	677	0	0	272
MTHFD1L-3	MTHFD1L	97	0	0	0
MTHFD1L-4	MTHFD1L	775	0	136	0
MTHFD1L-5	MTHFD1L	252	0	0	0
MTHFD1L-6	MTHFD1L	136	0	0	0
MTHFD1L-7	MTHFD1L	535	0	161	0
MTHFD1L-8	MTHFD1L	494	0	0	0
MTHFD1L-9	MTHFD1L	410	0	0	0
MTNR1A-1	MTNR1A	287	0	174	0
MTNR1A-2	MTNR1A	726	0	1	0
MTNR1A-3	MTNR1A	2122	0	0	278
MTNR1A-4	MTNR1A	964	0	138	1
MTNR1A-5	MTNR1A	1344	0	94	12
MTNR1A-6	MTNR1A	223	541	0	147
MTNR1B-1	MTNR1B	1732	0	556	420
MTNR1B-2	MTNR1B	0	0	0	0
MTNR1B-3	MTNR1B	564	0	348	1063
MTNR1B-4	MTNR1B	1628	768	805	1
MTNR1B-5	MTNR1B	346	0	0	156
MTNR1B-6	MTNR1B	643	0	1359	0
MTNR1B-7	MTNR1B	1524	885	484	8
MTUS1-1	MTUS1	306	735	90	0
MTUS1-10	MTUS1	1558	0	0	534
MTUS1-11	MTUS1	100	0	0	0
MTUS1-12	MTUS1	703	0	0	358
MTUS1-13	MTUS1	1116	0	0	18
MTUS1-2	MTUS1	1036	0	228	9
MTUS1-3	MTUS1	1131	0	0	0
MTUS1-4	MTUS1	385	0	0	23
MTUS1-5	MTUS1	242	0	0	0
MTUS1-6	MTUS1	638	0	250	0
MTUS1-7	MTUS1	1311	0	1	0
MTUS1-8	MTUS1	803	0	0	292
MTUS1-9	MTUS1	346	0	0	537
MTX1-1	MTX1	1363	0	302	3
MTX1-10	MTX1	2085	255	0	517
MTX1-11	MTX1	984	0	0	386
MTX1-12	MTX1	142	0	0	0
MTX1-13	MTX1	1921	0	1182	0
MTX1-2	MTX1	2134	0	923	672
MTX1-3	MTX1	408	0	312	599
MTX1-4	MTX1	2084	289	0	889
MTX1-5	MTX1	1428	1423	880	0
MTX1-6	MTX1	132	0	0	0
MTX1-7	MTX1	425	0	0	0
MTX1-8	MTX1	1172	0	0	995
MTX1-9	MTX1	180	0	0	0
MUC1-1	MUC1	1066	0	223	292
MUC1-2	MUC1	1091	0	0	871
MUC12-1	MUC12	475	0	373	0
MUC12-2	MUC12	85	0	0	0
MUC12-3	MUC12	200	1012	0	0
MUC12-4	MUC12	1332	0	0	367
MUC12-5	MUC12	971	0	935	0
MUC12-6	MUC12	2238	0	47	573
MUC12-7	MUC12	776	0	130	247
MUC1-3	MUC1	1281	1256	41	992
MUC13-1	MUC13	208	0	0	0
MUC13-2	MUC13	1848	0	135	2
MUC13-3	MUC13	259	0	0	0
MUC13-4	MUC13	106	0	0	0
MUC13-5	MUC13	102	0	0	274
MUC13-6	MUC13	322	0	176	62
MUC13-7	MUC13	1319	0	0	511
MUC1-4	MUC1	481	0	476	5
MUC1-5	MUC1	415	0	0	398
MUC15-1	MUC15	353	767	0	0
MUC15-2	MUC15	830	0	68	547
MUC15-3	MUC15	2704	2602	60	2
MUC15-4	MUC15	1236	321	668	353
MUC15-5	MUC15	573	0	64	179
MUC15-6	MUC15	472	0	0	7
MUC15-7	MUC15	875	0	0	255
MUC1-6	MUC1	2001	0	219	276
MUC16-1	MUC16	1166	0	575	322
MUC16-2	MUC16	619	0	0	0
MUC16-3	MUC16	870	1685	26	376
MUC16-4	MUC16	720	681	0	11
MUC16-5	MUC16	1059	0	0	32
MUC16-6	MUC16	1829	0	5	960
MUC16-7	MUC16	1410	0	29	21
MUC16-8	MUC16	372	0	0	351
MUC1-7	MUC1	2114	0	288	160
MUC17-1	MUC17	921	0	0	184
MUC17-2	MUC17	274	0	0	0
MUC17-3	MUC17	296	0	0	0
MUC17-4	MUC17	3162	458	0	758
MUC17-5	MUC17	2205	82	0	958
MUC17-6	MUC17	747	0	0	476
MUC17-7	MUC17	865	0	0	9
MUC21-1	MUC21	441	0	0	0
MUC21-2	MUC21	302	0	0	1703
MUC21-3	MUC21	511	0	0	0
MUC21-4	MUC21	1030	0	0	3
MUC21-5	MUC21	480	0	659	6
MUC21-6	MUC21	744	0	0	117
MUC21-7	MUC21	574	0	94	0
MUC22-1	MUC22	508	1251	0	0
MUC22-2	MUC22	178	0	357	0
MUC22-3	MUC22	201	0	0	339
MUC22-4	MUC22	371	0	0	214
MUC22-5	MUC22	435	0	661	0
MUC22-6	MUC22	1781	0	298	798
MUC22-7	MUC22	393	0	23	3
MUC3A-1	MUC3A	1403	790	203	538
MUC3A-10	MUC3A	392	0	0	0
MUC3A-11	MUC3A	0	0	0	0
MUC3A-12	MUC3A	441	0	0	0
MUC3A-13	MUC3A	479	1141	0	0
MUC3A-14	MUC3A	945	0	4	455
MUC3A-2	MUC3A	605	0	0	208
MUC3A-3	MUC3A	2324	0	1	662
MUC3A-4	MUC3A	1431	0	0	50
MUC3A-5	MUC3A	773	0	0	1859
MUC3A-6	MUC3A	752	0	0	0
MUC3A-7	MUC3A	417	0	0	0
MUC3A-8	MUC3A	0	0	0	0
MUC3A-9	MUC3A	716	0	0	0
MUC4-1	MUC4	189	604	0	0
MUC4-2	MUC4	1522	0	82	706
MUC4-3	MUC4	1422	0	0	582
MUC4-4	MUC4	596	0	0	0
MUC4-5	MUC4	409	0	0	0
MUC4-6	MUC4	622	0	0	4
MUC4-7	MUC4	0	0	0	0
MUL1-1	MUL1	641	308	1114	0
MUL1-2	MUL1	665	0	0	0
MUL1-3	MUL1	234	0	0	0
MUL1-4	MUL1	688	0	0	236
MUL1-5	MUL1	845	0	0	0
MUL1-6	MUL1	1506	0	0	1083
MUL1-7	MUL1	0	0	0	0
MUSK-1	MUSK	213	0	0	283
MUSK-2	MUSK	798	0	127	11
MUSK-3	MUSK	0	0	0	0
MUSK-4	MUSK	1267	950	115	0
MUSK-5	MUSK	0	0	0	0
MUSK-6	MUSK	236	0	0	4
MUSK-7	MUSK	0	0	0	0
MUSK-8	MUSK	131	0	0	0
MUSTN1-1	MUSTN1	264	0	0	0
MUSTN1-2	MUSTN1	503	0	0	0
MUSTN1-3	MUSTN1	609	67	0	209
MUSTN1-4	MUSTN1	715	0	0	0
MUSTN1-5	MUSTN1	0	0	0	0
MUSTN1-6	MUSTN1	447	0	316	218
MUSTN1-7	MUSTN1	1638	0	1012	48
MVD-1	MVD	1119	0	85	1348
MVD-2	MVD	0	0	0	0
MVD-3	MVD	624	247	0	0
MVD-4	MVD	827	0	223	185
MVD-5	MVD	739	0	332	22
MVD-6	MVD	65	0	0	0
MVD-7	MVD	780	0	42	221
MXRA5-1	MXRA5	241	0	162	3
MXRA5-2	MXRA5	295	0	0	0
MXRA5-3	MXRA5	361	0	0	0
MXRA5-4	MXRA5	659	0	0	0
MXRA5-5	MXRA5	1205	0	0	296
MXRA5-6	MXRA5	715	0	0	9
MXRA7-1	MXRA7	638	0	0	0
MXRA7-10	MXRA7	1008	0	491	0
MXRA7-11	MXRA7	766	0	0	594
MXRA7-12	MXRA7	849	0	0	0
MXRA7-13	MXRA7	647	0	375	0
MXRA7-14	MXRA7	1178	0	0	557
MXRA7-2	MXRA7	451	0	0	0
MXRA7-3	MXRA7	622	0	0	526
MXRA7-4	MXRA7	1021	0	0	393
MXRA7-5	MXRA7	2186	334	754	10
MXRA7-6	MXRA7	38	0	0	0
MXRA7-7	MXRA7	523	652	0	0
MXRA7-8	MXRA7	717	0	230	244
MXRA7-9	MXRA7	806	0	198	454
MXRA8-1	MXRA8	205	0	0	0
MXRA8-10	MXRA8	260	0	0	285
MXRA8-11	MXRA8	1281	0	0	406
MXRA8-12	MXRA8	170	0	0	0
MXRA8-13	MXRA8	710	0	0	390
MXRA8-14	MXRA8	1236	0	66	419
MXRA8-2	MXRA8	967	0	336	0
MXRA8-3	MXRA8	293	0	0	0
MXRA8-4	MXRA8	216	0	0	0
MXRA8-5	MXRA8	1272	0	143	220
MXRA8-6	MXRA8	507	0	0	479
MXRA8-7	MXRA8	303	0	0	0
MXRA8-8	MXRA8	432	0	0	520
MXRA8-9	MXRA8	211	0	0	0
MYADM-1	MYADM	172	0	0	0
MYADM-10	MYADM	877	0	0	3
MYADM-11	MYADM	213	388	0	0
MYADM-12	MYADM	558	0	0	1647
MYADM-13	MYADM	2015	318	382	1067
MYADM-14	MYADM	489	0	0	214
MYADM-2	MYADM	749	589	0	0
MYADM-3	MYADM	971	663	252	629
MYADM-4	MYADM	1187	0	0	6
MYADM-5	MYADM	1150	657	802	7
MYADM-6	MYADM	408	0	0	0
MYADM-7	MYADM	1235	846	326	0
MYADM-8	MYADM	370	0	264	0
MYADM-9	MYADM	337	0	0	0
MYADML2-1	MYADML2	710	0	360	5
MYADML2-2	MYADML2	420	0	0	244
MYADML2-3	MYADML2	185	0	0	0
MYADML2-4	MYADML2	148	0	0	528
MYADML2-5	MYADML2	573	0	147	351
MYADML2-6	MYADML2	1481	1774	78	14
MYADML2-7	MYADML2	283	0	0	315
MYADML2-8	MYADML2	404	0	0	335
MYADML2-9	MYADML2	265	0	0	84
MYCT1-1	MYCT1	982	0	0	0
MYCT1-2	MYCT1	507	0	0	179
MYCT1-3	MYCT1	2689	964	24	1468
MYCT1-4	MYCT1	618	0	0	6
MYCT1-5	MYCT1	95	0	0	0
MYCT1-6	MYCT1	1057	0	439	583
MYCT1-7	MYCT1	214	0	0	0
MYCT1-8	MYCT1	477	0	0	335
MYCT1-9	MYCT1	345	0	0	0
MYEOV-1	MYEOV	0	0	0	0
MYEOV-2	MYEOV	1065	881	0	204
MYEOV-3	MYEOV	753	0	0	668
MYEOV-4	MYEOV	0	0	0	0
MYEOV-5	MYEOV	2807	1832	220	1356
MYEOV-6	MYEOV	81	0	0	0
MYH9-1	MYH9	370	0	0	350
MYH9-10	MYH9	673	0	105	252
MYH9-11	MYH9	989	0	0	434
MYH9-12	MYH9	957	0	605	0
MYH9-13	MYH9	1592	0	0	164
MYH9-14	MYH9	465	0	103	295
MYH9-15	MYH9	988	0	0	8
MYH9-2	MYH9	439	159	73	615
MYH9-3	MYH9	1729	0	85	284
MYH9-4	MYH9	900	0	0	0
MYH9-5	MYH9	1838	0	47	1462
MYH9-6	MYH9	141	0	0	0
MYH9-7	MYH9	241	0	0	0
MYH9-8	MYH9	1013	0	159	8
MYH9-9	MYH9	490	0	0	578
MYL6B-1	MYL6B	1500	0	214	1
MYL6B-10	MYL6B	509	0	0	410
MYL6B-11	MYL6B	382	0	0	0
MYL6B-12	MYL6B	562	1729	120	86
MYL6B-2	MYL6B	606	241	0	0
MYL6B-3	MYL6B	756	0	464	197
MYL6B-4	MYL6B	2617	0	217	1148
MYL6B-5	MYL6B	791	0	0	765
MYL6B-6	MYL6B	1976	0	573	933
MYL6B-7	MYL6B	422	0	0	8
MYL6B-8	MYL6B	724	0	0	1103
MYL6B-9	MYL6B	1172	0	0	0
MYLK-1	MYLK	52	0	0	0
MYLK-10	MYLK	288	0	0	0
MYLK-11	MYLK	1800	0	225	364
MYLK-12	MYLK	281	0	0	0
MYLK-13	MYLK	1259	0	336	155
MYLK-14	MYLK	125	0	0	0
MYLK-2	MYLK	1007	0	385	0
MYLK-3	MYLK	232	0	0	0
MYLK3-1	MYLK3	206	0	120	0
MYLK3-10	MYLK3	942	9702	8018	3617
MYLK3-11	MYLK3	1035	968	183	35
MYLK3-12	MYLK3	2634	372	977	825
MYLK3-13	MYLK3	2561	0	530	1422
MYLK3-14	MYLK3	1195	0	332	3
MYLK3-2	MYLK3	989	0	0	10
MYLK3-3	MYLK3	2669	0	1	272
MYLK3-4	MYLK3	624	1090	592	2
MYLK3-5	MYLK3	115	0	0	0
MYLK3-6	MYLK3	73	0	0	1
MYLK3-7	MYLK3	1876	0	532	179
MYLK3-8	MYLK3	1449	732	1247	597
MYLK3-9	MYLK3	240	0	0	0
MYLK-4	MYLK	476	298	0	0
MYLK4-1	MYLK4	724	8	0	368
MYLK4-2	MYLK4	1026	0	0	180
MYLK4-3	MYLK4	443	0	0	0
MYLK4-4	MYLK4	0	0	0	0
MYLK4-5	MYLK4	855	0	0	189
MYLK4-6	MYLK4	1253	0	0	7
MYLK4-7	MYLK4	2090	0	290	648
MYLK4-8	MYLK4	1629	177	0	176
MYLK-5	MYLK	642	0	273	2
MYLK-6	MYLK	350	0	0	0
MYLK-7	MYLK	280	0	368	0
MYLK-8	MYLK	828	0	0	0
MYLK-9	MYLK	1641	795	1	1115
MYOF-1	MYOF	712	0	0	242
MYOF-2	MYOF	116	0	0	0
MYOF-3	MYOF	1005	0	0	634
MYOF-4	MYOF	359	0	0	0
MYOF-5	MYOF	563	0	0	0
MYOF-6	MYOF	1327	242	977	132
MYOF-7	MYOF	1533	0	2	1
MYRF-1	MYRF	0	0	0	0
MYRF-10	MYRF	2709	0	0	1615
MYRF-11	MYRF	907	0	0	173
MYRF-12	MYRF	413	0	280	0
