guide	plasmid	cas9T14Rep1	cas9T14Rep2	gene
GSTM3_1_w_110282873.25-all	372	219	475	GSTM3
GSTM3_1_w_110282879.25-all	1360	717	1245	GSTM3
GSTM3_1_w_110282880.24-all	488	286	538	GSTM3
GSTM4_1_c_110200467.25-all	726	368	797	GSTM4
GSTM4_1_w_110200439.26-all	540	279	350	GSTM4
GSTM4_1_w_110200456.26-all	736	322	601	GSTM4
GSTM4_1_w_110201447.26-all	363	196	513	GSTM4
GSTM5_1_c_110256350.26-all	742	418	604	GSTM5
GSTM5_1_c_110256356.26-all	479	213	481	GSTM5
GSTM5_1_w_110256328.26-all	281	136	328	GSTM5
GSTM5_1_w_110257783.28-all	691	357	599	GSTM5
GSTO1_10_c_106015015.25-all	404	213	398	GSTO1
GSTO1_10_c_106015021.27-all	726	349	642	GSTO1
GSTO1_10_c_106015022.27-all	1543	803	1256	GSTO1
GSTO1_10_w_106027025.27-all	515	313	381	GSTO1
GSTO2_10_c_106035059.23-all	663	317	609	GSTO2
GSTO2_10_w_106035044.28-all	950	439	844	GSTO2
GSTO2_10_w_106035045.24-all	471	223	476	GSTO2
GSTO2_10_w_106035046.27-all	457	211	434	GSTO2
GSTP1_11_w_67351606.24-all	422	229	562	GSTP1
GSTP1_11_w_67351609.22-all	728	462	861	GSTP1
GSTP1_11_w_67351610.22-all	701	365	976	GSTP1
GSTP1_11_w_67351935.26-all	783	384	791	GSTP1
GSTT1_22_c_24384194.27-all	870	434	661	GSTT1
GSTT1_22_c_24384198.25-all	372	187	291	GSTT1
GSTT1_22_c_24384199.26-all	958	448	745	GSTT1
GSTT1_22_c_24384225.27-all	615	284	598	GSTT1
GSTT2B_22_c_24300614.24.pass20-all	493	276	520	GSTT2B
GSTT2B_22_c_24300633.22.pass20-all	612	332	525	GSTT2B
GSTT2B_22_c_24300634.22.pass11-all	362	186	754	GSTT2B
GSTT2B_22_w_24300602.22.pass20-all	224	110	392	GSTT2B
GSTT2_22_c_24325082.22.pass11-all	622	279	654	GSTT2
GSTT2_22_c_24325103.23.pass20-all	395	175	672	GSTT2
GSTT2_22_w_24325084.26.pass11-all	1221	557	767	GSTT2
GSTT2_22_w_24325091.24.pass20-all	820	435	762	GSTT2
GSTZ1_14_c_77793875.27-all	850	419	606	GSTZ1
GSTZ1_14_w_77793856.26-all	840	398	542	GSTZ1
GSTZ1_14_w_77793860.27-all	1863	893	1316	GSTZ1
GSTZ1_14_w_77793861.28-all	1126	558	768	GSTZ1
GSX1_13_c_28366869.25-all	571	255	673	GSX1
GSX1_13_c_28366872.28-all	1307	591	1312	GSX1
GSX1_13_c_28366873.26-all	1347	632	1261	GSX1
GSX1_13_w_28366841.25-all	581	250	500	GSX1
GSX2_4_c_54966550.22-all	852	468	593	GSX2
GSX2_4_w_54966521.23-all	814	403	749	GSX2
GSX2_4_w_54966562.28-all	633	299	459	GSX2
GSX2_4_w_54966568.28-all	479	248	484	GSX2
GTDC1_2_c_144966309.26-all	636	271	432	GTDC1
GTDC1_2_c_144966310.24-all	435	196	592	GTDC1
GTDC1_2_c_144966339.28-all	1148	453	884	GTDC1
GTDC1_2_w_144966316.28-all	721	448	559	GTDC1
GTF2A1L_2_w_48848315.25-all	761	424	710	GTF2A1L
GTF2A1L_2_w_48848364.23-all	900	456	731	GTF2A1L
GTF2A1L_2_w_48848371.27-all	886	436	819	GTF2A1L
GTF2A1L_2_w_48848392.25-all	1148	456	996	GTF2A1L
GTF2A1_14_c_81670422.25-all	274	126	530	GTF2A1
GTF2A1_14_w_81670417.26-all	942	456	931	GTF2A1
GTF2A1_14_w_81670418.26-all	764	354	543	GTF2A1
GTF2A1_14_w_81682767.28-all	850	444	711	GTF2A1
GTF2A2_15_c_59942954.26-all	142	62	639	GTF2A2
GTF2A2_15_c_59942956.25-all	92	59	527	GTF2A2
GTF2A2_15_c_59942957.26-all	211	134	1113	GTF2A2
GTF2A2_15_c_59942958.27-all	563	270	1908	GTF2A2
GTF2B_1_c_89353012.24-all	172	80	640	GTF2B
GTF2B_1_c_89353016.28-all	435	215	1248	GTF2B
GTF2B_1_c_89353036.25-all	538	371	829	GTF2B
GTF2B_1_w_89352978.27-all	125	73	423	GTF2B
GTF2E1_3_c_120469446.24-all	115	54	407	GTF2E1
GTF2E1_3_w_120469407.27-all	1150	499	1044	GTF2E1
GTF2E1_3_w_120469408.26-all	779	345	601	GTF2E1
GTF2E1_3_w_120469429.24-all	1435	750	954	GTF2E1
GTF2E2_8_c_30511103.25-all	549	299	664	GTF2E2
GTF2E2_8_c_30511108.25-all	305	114	375	GTF2E2
GTF2E2_8_w_30511087.25-all	403	245	760	GTF2E2
GTF2E2_8_w_30511088.24-all	266	156	453	GTF2E2
GTF2F1_19_c_6392902.26-all	611	291	693	GTF2F1
GTF2F1_19_c_6392910.27-all	869	428	538	GTF2F1
GTF2F1_19_c_6392911.28-all	1576	726	1135	GTF2F1
GTF2F1_19_w_6391918.24-all	327	148	515	GTF2F1
GTF2F2_13_c_45694821.24-all	144	64	473	GTF2F2
GTF2F2_13_c_45694846.26-all	224	153	495	GTF2F2
GTF2F2_13_w_45694794.26-all	194	80	291	GTF2F2
GTF2F2_13_w_45694824.24-all	186	82	406	GTF2F2
GTF2H1_11_c_18357347.27-all	640	313	479	GTF2H1
GTF2H1_11_w_18357301.27-all	525	278	488	GTF2H1
GTF2H1_11_w_18357314.28-all	450	170	366	GTF2H1
GTF2H1_11_w_18357349.28-all	371	163	685	GTF2H1
GTF2H2C_5_c_68860991.24.fail-all	263	111	558	GTF2H2C
GTF2H2C_5_c_68868303.24-all	957	512	832	GTF2H2C
GTF2H2C_5_c_68868328.27.pass1-all	344	132	828	GTF2H2C
GTF2H2_5_c_70351204.23.pass20-all	964	539	1032	GTF2H2
GTF2H2_5_c_70351205.22.pass11-all	643	365	783	GTF2H2
GTF2H2_5_w_70358556.28.fail-all+	494	267	1103	GTF2H2
GTF2H2_5_w_70358557.27.fail-all	218	116	431	GTF2H2
GTF2H3_12_c_124123859.24-all	184	79	601	GTF2H3
GTF2H3_12_c_124123862.24-all	211	130	543	GTF2H3
GTF2H3_12_c_124123863.28-all	1237	615	1208	GTF2H3
GTF2H3_12_c_124123881.24-all	288	148	706	GTF2H3
GTF2H4_6_w_30876823.27-all	1462	678	1647	GTF2H4
GTF2H4_6_w_30876824.28-all	1130	493	1108	GTF2H4
GTF2H4_6_w_30876825.28-all	710	324	741	GTF2H4
GTF2H4_6_w_30876842.26-all	874	372	647	GTF2H4
GTF2H5_6_c_158613042.28-all	907	479	575	GTF2H5
GTF2H5_6_w_158613012.27-all	843	442	734	GTF2H5
GTF2H5_6_w_158613049.26-all	735	386	526	GTF2H5
GTF2H5_6_w_158613056.28-all	797	391	531	GTF2H5
GTF2IRD1_7_w_73922414.28-all	1088	426	693	GTF2IRD1
GTF2IRD1_7_w_73922439.26-all	1138	552	819	GTF2IRD1
GTF2IRD1_7_w_73922440.24-all	300	147	318	GTF2IRD1
GTF2IRD1_7_w_73922441.26-all	469	198	341	GTF2IRD1
GTF2IRD2B_7_c_74564082.28.pass20-all	780	431	786	GTF2IRD2B
GTF2IRD2B_7_c_74564111.25.pass1-all	478	184	779	GTF2IRD2B
GTF2IRD2B_7_w_74524760.25.fail-all	500	224	781	GTF2IRD2B
GTF2IRD2B_7_w_74564058.27.pass1-all	740	360	562	GTF2IRD2B
GTF2IRD2_7_c_74211426.28.pass11-all	441	219	399	GTF2IRD2
GTF2IRD2_7_c_74211789.23.pass20-all	1362	630	875	GTF2IRD2
GTF2IRD2_7_c_74212334.27.pass1-all	835	389	689	GTF2IRD2
GTF2IRD2_7_c_74212425.25.pass20-all	930	394	456	GTF2IRD2
GTF2I_7_w_74103466.26-all	1644	776	951	GTF2I
GTF2I_7_w_74103467.25-all	613	295	343	GTF2I
GTF2I_7_w_74103484.28-all	1520	767	1014	GTF2I
GTF2I_7_w_74103485.27-all	526	260	396	GTF2I
GTF3A_13_w_27998880.23-all	272	156	496	GTF3A
GTF3A_13_w_27998883.26-all	1024	508	1354	GTF3A
GTF3A_13_w_27998887.22-all	431	216	832	GTF3A
GTF3A_13_w_27998896.23-all	838	426	867	GTF3A
GTF3C1_16_w_27561167.27-all	187	74	1008	GTF3C1
GTF3C1_16_w_27561168.26-all	88	26	615	GTF3C1
GTF3C1_16_w_27561171.26-all	33	13	402	GTF3C1
GTF3C1_16_w_27561186.22-all	467	204	794	GTF3C1
GTF3C2_2_c_27566391.28-all	18	1	17	GTF3C2
GTF3C2_2_c_27566413.24-all	389	185	336	GTF3C2
GTF3C2_2_w_27566385.22-all	968	512	696	GTF3C2
GTF3C2_2_w_27566386.25-all	511	248	342	GTF3C2
GTF3C3_2_w_197664266.28-all	327	167	705	GTF3C3
GTF3C3_2_w_197664293.25-all	613	245	633	GTF3C3
GTF3C3_2_w_197664294.28-all	1169	664	1303	GTF3C3
GTF3C3_2_w_197664298.24-all	799	479	878	GTF3C3
GTF3C4_9_w_135545995.25-all	609	264	463	GTF3C4
GTF3C4_9_w_135545999.28-all	177	126	414	GTF3C4
GTF3C4_9_w_135546004.27-all	818	465	789	GTF3C4
GTF3C4_9_w_135546005.26-all	436	275	414	GTF3C4
GTF3C5_9_c_135906422.23-all	334	220	582	GTF3C5
GTF3C5_9_c_135906423.23-all	331	188	719	GTF3C5
GTF3C5_9_c_135906424.24-all	646	315	1243	GTF3C5
GTF3C5_9_w_135906414.28-all	465	222	657	GTF3C5
GTF3C6_6_c_111280005.28-all	104	45	161	GTF3C6
GTF3C6_6_c_111280009.26-all	362	176	520	GTF3C6
GTF3C6_6_c_111280020.26-all	255	154	500	GTF3C6
GTF3C6_6_w_111280421.25.pass30-all	1203	507	697	GTF3C6
GTPBP10_7_c_89982167.24-all	81	37	672	GTPBP10
GTPBP10_7_c_89982168.25-all	207	82	1254	GTPBP10
GTPBP10_7_c_89982169.26-all	280	138	1745	GTPBP10
GTPBP10_7_c_89982178.25-all	259	101	617	GTPBP10
GTPBP1_22_c_39101990.28-all	535	332	559	GTPBP1
GTPBP1_22_c_39101999.27-all	344	141	388	GTPBP1
GTPBP1_22_w_39101982.25-all	441	204	607	GTPBP1
GTPBP1_22_w_39101996.26-all	356	186	404	GTPBP1
GTPBP2_6_c_43596860.28-all	14	27	275	GTPBP2
GTPBP2_6_w_43596857.25-all	386	184	436	GTPBP2
GTPBP2_6_w_43596867.24-all	274	116	571	GTPBP2
GTPBP2_6_w_43596870.26-all	407	174	529	GTPBP2
GTPBP3_19_w_17448828.28-all	146	77	373	GTPBP3
GTPBP3_19_w_17448844.24-all	92	53	341	GTPBP3
GTPBP3_19_w_17448848.26-all	481	320	774	GTPBP3
GTPBP3_19_w_17448849.27-all	377	264	438	GTPBP3
GTPBP4_10_c_1034449.28-all	78	67	462	GTPBP4
GTPBP4_10_w_1038470.25-all	285	144	727	GTPBP4
GTPBP4_10_w_1038474.27-all	558	258	515	GTPBP4
GTPBP4_10_w_1038493.28-all	344	162	395	GTPBP4
GTPBP8_3_c_112709876.28-all	248	140	392	GTPBP8
GTPBP8_3_c_112709877.27-all	407	239	648	GTPBP8
GTPBP8_3_w_112709855.28-all	695	360	732	GTPBP8
GTPBP8_3_w_112709856.27-all	248	123	234	GTPBP8
GTSE1_22_c_46693338.26-all	781	386	572	GTSE1
GTSE1_22_w_46693314.22-all	1049	481	959	GTSE1
GTSE1_22_w_46693324.24-all	264	156	456	GTSE1
GTSE1_22_w_46693335.28-all	591	317	540	GTSE1
GTSF1L_20_c_42355292.26-all	705	368	776	GTSF1L
GTSF1L_20_c_42355306.26-all	734	347	601	GTSF1L
GTSF1L_20_c_42355307.25-all	1688	800	1457	GTSF1L
GTSF1L_20_c_42355320.24-all	525	246	384	GTSF1L
GTSF1_12_c_54858936.24-all	522	224	687	GTSF1
GTSF1_12_c_54858937.25-all	1225	598	1485	GTSF1
GTSF1_12_c_54858943.28-all	674	351	667	GTSF1
GTSF1_12_c_54858950.24-all	278	147	371	GTSF1
GUCA1A_6_c_42141381.28-all	954	471	518	GUCA1A
GUCA1A_6_c_42141413.23-all	857	357	888	GUCA1A
GUCA1A_6_c_42141445.24-all	504	236	320	GUCA1A
GUCA1A_6_w_42141404.27-all	509	227	399	GUCA1A
GUCA1B_6_w_42162500.25-all	833	370	706	GUCA1B
GUCA1B_6_w_42162503.26-all	374	208	395	GUCA1B
GUCA1B_6_w_42162524.25-all	557	335	615	GUCA1B
GUCA1B_6_w_42162530.25-all	700	324	589	GUCA1B
GUCA1C_3_c_108672566.27-all	455	225	446	GUCA1C
GUCA1C_3_w_108672524.25-all	1047	600	799	GUCA1C
GUCA1C_3_w_108672543.27-all	474	273	375	GUCA1C
GUCA1C_3_w_108672583.24-all	791	366	738	GUCA1C
GUCA2A_1_c_42630353.27-all	274	119	324	GUCA2A
GUCA2A_1_c_42630363.28-all	502	287	318	GUCA2A
GUCA2A_1_c_42630375.27-all	878	382	731	GUCA2A
GUCA2A_1_w_42630344.25-all	603	304	480	GUCA2A
GUCA2B_1_c_42619155.28-all	457	223	387	GUCA2B
GUCA2B_1_c_42619160.28-all	939	433	753	GUCA2B
GUCA2B_1_w_42619147.26-all	1240	570	817	GUCA2B
GUCA2B_1_w_42619151.28-all	578	283	475	GUCA2B
GUCD1_22_c_24944925.28-all	890	410	696	GUCD1
GUCD1_22_c_24944937.28-all	603	318	557	GUCD1
GUCD1_22_c_24944945.24-all	430	216	668	GUCD1
GUCD1_22_c_24944951.24-all	777	376	562	GUCD1
GUCY1A2_11_c_106888719.26-all	305	187	358	GUCY1A2
GUCY1A2_11_c_106888742.28-all	246	119	410	GUCY1A2
GUCY1A2_11_c_106888743.26-all	744	372	863	GUCY1A2
GUCY1A2_11_c_106888752.27-all	362	144	523	GUCY1A2
GUCY1A3_4_c_156618056.27-all	726	352	551	GUCY1A3
GUCY1A3_4_c_156618079.24-all	1228	645	828	GUCY1A3
GUCY1A3_4_w_156618064.25-all	319	157	279	GUCY1A3
GUCY1A3_4_w_156618071.24-all	773	313	558	GUCY1A3
GUCY1B3_4_c_156680971.25-all	779	368	532	GUCY1B3
GUCY1B3_4_c_156680987.27-all	726	417	628	GUCY1B3
GUCY1B3_4_c_156680995.25-all	666	378	592	GUCY1B3
GUCY1B3_4_w_156680958.28-all	1029	527	689	GUCY1B3
GUCY2C_12_c_14849333.25-all	293	145	225	GUCY2C
GUCY2C_12_c_14849337.28-all	469	308	544	GUCY2C
GUCY2C_12_w_14849325.26-all	567	239	313	GUCY2C
GUCY2C_12_w_14849349.28-all	1582	813	1217	GUCY2C
GUCY2D_17_w_7906369.27-all	840	394	825	GUCY2D
GUCY2D_17_w_7906372.24-all	546	300	475	GUCY2D
GUCY2D_17_w_7906378.26-all	881	394	804	GUCY2D
GUCY2D_17_w_7906379.28-all	299	155	262	GUCY2D
GUCY2F_X_c_108719135.25-all	530	311	565	GUCY2F
GUCY2F_X_c_108719159.26-all	246	147	434	GUCY2F
GUCY2F_X_w_108719108.24-all	669	299	637	GUCY2F
GUCY2F_X_w_108719123.25-all	715	293	640	GUCY2F
GUF1_4_c_44680665.25-all	659	328	610	GUF1
GUF1_4_c_44680666.26-all	1453	656	1138	GUF1
GUF1_4_w_44680646.28-all	757	371	788	GUF1
GUF1_4_w_44680647.27-all	346	164	392	GUF1
GUK1_1_c_228333252.26-all	864	435	640	GUK1
GUK1_1_w_228333222.25-all	900	389	665	GUK1
GUK1_1_w_228333223.28-all	163	58	262	GUK1
GUK1_1_w_228333246.23-all	84	35	493	GUK1
GULP1_2_c_189433990.26-all	865	377	599	GULP1
GULP1_2_c_189434015.26-all	762	388	531	GULP1
GULP1_2_w_189348177.28-all	690	305	550	GULP1
GULP1_2_w_189434003.27-all	557	255	604	GULP1
GUSB_7_c_65447164.27-all	357	156	351	GUSB
GUSB_7_c_65447165.25-all	1	4	6	GUSB
GUSB_7_w_65447142.26-all	651	359	619	GUSB
GUSB_7_w_65447143.25-all	293	156	254	GUSB
GXYLT1_12_c_42538368.26-all	487	199	380	GXYLT1
GXYLT1_12_c_42538436.27-all	757	344	475	GXYLT1
GXYLT1_12_w_42538404.28-all	469	260	487	GXYLT1
GXYLT1_12_w_42538423.23-all	1065	511	763	GXYLT1
GXYLT2_3_c_72937429.23-all	781	386	565	GXYLT2
GXYLT2_3_c_72937444.26-all	651	328	603	GXYLT2
GXYLT2_3_w_72937430.27-all	810	366	686	GXYLT2
GXYLT2_3_w_72937454.27-all	454	301	548	GXYLT2
GYG1_3_c_148712022.25-all	680	360	587	GYG1
GYG1_3_c_148712047.27-all	657	299	347	GYG1
GYG1_3_w_148712015.27-all	659	312	384	GYG1
GYG1_3_w_148727069.28-all	1067	514	859	GYG1
GYG2_X_c_2772093.25-all	859	383	553	GYG2
GYG2_X_w_2761280.26-all	489	239	482	GYG2
GYG2_X_w_2772026.25-all	948	379	561	GYG2
GYG2_X_w_2772089.28-all	726	409	624	GYG2
GYLTL1B_11_w_45944440.28-all	243	184	692	GYLTL1B
GYLTL1B_11_w_45944441.27-all	110	94	376	GYLTL1B
GYLTL1B_11_w_45944450.26-all	467	198	713	GYLTL1B
GYLTL1B_11_w_45944451.25-all	264	113	347	GYLTL1B
GYPA_4_c_145035898.28-all	1004	515	469	GYPA
GYPA_4_c_145035913.28-all	508	250	449	GYPA
GYPA_4_c_145035914.27-all	1318	660	983	GYPA
GYPA_4_c_145040906.25-all	238	108	233	GYPA
GYPB_4_c_144918728.23.pass1-all	559	353	545	GYPB
GYPB_4_c_144922408.28.fail-all	1030	410	854	GYPB
GYPB_4_w_144918735.24-all	419	162	390	GYPB
GYPB_4_w_144922400.27.fail-all	932	454	710	GYPB
GYPC_2_c_127451464.25-all	441	232	360	GYPC
GYPC_2_w_127451441.25-all	756	423	612	GYPC
GYPC_2_w_127451447.27-all	451	253	450	GYPC
GYPC_2_w_127451465.27-all	801	432	597	GYPC
GYPE_4_c_144801634.25-all	739	329	718	GYPE
GYPE_4_w_144797985.23-all	1218	589	889	GYPE
GYPE_4_w_144801623.22-all	1112	438	801	GYPE
GYPE_4_w_144801628.25-all	674	237	421	GYPE
GYS1_19_c_49496357.26-all	635	325	536	GYS1
GYS1_19_c_49496365.27-all	614	314	527	GYS1
GYS1_19_w_49496323.26-all	1010	470	647	GYS1
GYS1_19_w_49496328.28-all	1160	546	669	GYS1
GYS2_12_c_21757493.28-all	549	291	404	GYS2
GYS2_12_c_21757508.26-all	343	190	387	GYS2
GYS2_12_c_21757509.27-all	777	486	828	GYS2
GYS2_12_w_21757489.27-all	630	306	515	GYS2
GZF1_20_w_23345048.27-all	595	318	410	GZF1
GZF1_20_w_23345057.27-all	2202	903	1537	GZF1
GZF1_20_w_23345058.26-all	1156	470	738	GZF1
GZF1_20_w_23345067.26-all	477	264	332	GZF1
GZMA_5_c_54401325.23-all	664	353	584	GZMA
GZMA_5_w_54398520.26-all	954	406	777	GZMA
GZMA_5_w_54398538.27-all	691	371	572	GZMA
GZMA_5_w_54401339.28-all	558	319	589	GZMA
GZMB_14_c_25103340.28-all	673	281	497	GZMB
GZMB_14_w_25102174.26-all	643	277	482	GZMB
GZMB_14_w_25102179.28-all	32	12	741	GZMB
GZMB_14_w_25103320.26-all	520	238	535	GZMB
GZMH_14_c_25078801.24-all	367	175	330	GZMH
GZMH_14_c_25078804.27-all	962	495	844	GZMH
GZMH_14_c_25078807.28-all	1119	535	808	GZMH
GZMH_14_c_25078812.28-all	583	370	502	GZMH
GZMK_5_c_54320511.25-all	688	409	594	GZMK
GZMK_5_c_54320512.26-all	1169	670	987	GZMK
GZMK_5_w_54320182.26-all	508	191	389	GZMK
GZMK_5_w_54320525.27-all	618	286	516	GZMK
GZMM_19_c_544098.25-all	525	278	490	GZMM
GZMM_19_c_544104.28-all	1230	573	800	GZMM
GZMM_19_c_544110.28-all	920	404	608	GZMM
GZMM_19_w_544078.28-all	621	301	505	GZMM
H1F0_22_w_38201555.25-all	436	202	503	H1F0
H1F0_22_w_38201570.24-all	588	211	457	H1F0
H1F0_22_w_38201573.25-all	1223	725	1053	H1F0
H1F0_22_w_38201574.25-all	627	399	485	H1F0
H1FNT_12_c_48723109.28-all	773	346	620	H1FNT
H1FNT_12_c_48723112.25-all	558	306	734	H1FNT
H1FNT_12_w_48723084.24-all	783	404	538	H1FNT
H1FNT_12_w_48723099.26-all	376	193	453	H1FNT
H1FOO_3_w_129262095.25-all	1231	530	790	H1FOO
H1FOO_3_w_129266234.24-all	498	253	533	H1FOO
H1FOO_3_w_129266240.25-all	455	228	514	H1FOO
H1FOO_3_w_129266252.28-all	519	254	536	H1FOO
H1FX_3_c_129034704.25-all	1012	456	859	H1FX
H1FX_3_c_129034707.28-all	1675	733	1336	H1FX
H1FX_3_c_129034717.27-all	172	86	169	H1FX
H1FX_3_w_129034699.28-all	442	230	424	H1FX
H2AFB1_X_c_154113537.22.pass11-all	303	150	525	H2AFB1
H2AFB1_X_c_154113538.27.pass11-all	545	225	515	H2AFB1
H2AFB1_X_w_154113517.26.pass20-all	548	270	475	H2AFB1
H2AFB1_X_w_154113525.23.pass11-all	452	233	440	H2AFB1
H2AFB2_X_c_154610460.24.fail-all+	119	75	499	H2AFB2
H2AFB2_X_c_154610461.25.fail-all	359	241	1037	H2AFB2
H2AFB2_X_w_154610438.27.fail-all	384	146	636	H2AFB2
H2AFB2_X_w_154610455.26.fail-all	970	427	1104	H2AFB2
H2AFB3_X_c_154689567.25.fail-all	970	427	1104	H2AFB3
H2AFB3_X_c_154689584.26.fail-all	384	146	636	H2AFB3
H2AFB3_X_w_154689561.22.fail-all	108	99	721	H2AFB3
H2AFJ_12_c_14927429.24-all	434	170	389	H2AFJ
H2AFJ_12_c_14927446.22-all	792	383	699	H2AFJ
H2AFJ_12_w_14927447.26-all	340	164	319	H2AFJ
H2AFJ_12_w_14927454.28-all	534	288	435	H2AFJ
H2AFV_7_c_44875202.24.pass20-CCDS5496.1+	629	284	569	H2AFV
H2AFV_7_c_44880546.22.pass20-CCDS5496.1+	1400	605	769	H2AFV
H2AFV_7_w_44875160.25.pass1-CCDS5498.1	917	247	548	H2AFV
H2AFV_7_w_44875174.27.pass30-CCDS5496.1+	874	334	668	H2AFV
H2AFV_7_w_44880514.28.pass20-CCDS5496.1+	533	290	433	H2AFV
H2AFV_7_w_44882924.22.fail-CCDS47581.1	457	244	535	H2AFV
H2AFV_7_w_44882931.22.pass1-CCDS5498.1+	511	246	661	H2AFV
H2AFX_11_c_118966095.28-all	441	240	548	H2AFX
H2AFX_11_w_118966061.26-all	194	112	637	H2AFX
H2AFX_11_w_118966073.26-all	479	237	405	H2AFX
H2AFX_11_w_118966078.24-all	508	170	540	H2AFX
H2AFY2_10_w_71835422.25-all	1353	582	904	H2AFY2
H2AFY2_10_w_71835445.25-all	627	364	472	H2AFY2
H2AFY2_10_w_71835454.23-all	637	306	633	H2AFY2
H2AFY2_10_w_71835455.25-all	708	386	562	H2AFY2
H2AFY_5_c_134724742.26-all	1101	484	925	H2AFY
H2AFY_5_c_134724751.25-all	837	459	818	H2AFY
H2AFY_5_c_134724754.28-all	1554	792	1513	H2AFY
H2AFY_5_c_134724774.25-all	580	249	591	H2AFY
H2AFZ_4_c_100870516.23.pass30-all	905	440	784	H2AFZ
H2AFZ_4_w_100870014.25.pass20-all	605	358	984	H2AFZ
H2AFZ_4_w_100870504.26.pass30-all	636	274	831	H2AFZ
H2AFZ_4_w_100870868.23.pass11-all	537	281	933	H2AFZ
H2BFM_X_c_103294591.28-all	680	375	642	H2BFM
H2BFM_X_w_103294547.28-all	1020	510	711	H2BFM
H2BFM_X_w_103294574.27-all	548	306	479	H2BFM
H2BFM_X_w_103294586.24-all	793	410	842	H2BFM
H2BFWT_X_c_103268211.25-all	524	230	551	H2BFWT
H2BFWT_X_c_103268212.25-all	822	386	888	H2BFWT
H2BFWT_X_c_103268213.26-all	1137	570	1291	H2BFWT
H2BFWT_X_c_103268221.26-all	192	121	354	H2BFWT
H3F3A_1_c_226252089.24.fail-all	111	50	474	H3F3A
H3F3A_1_w_226252074.28.fail-all	590	230	808	H3F3A
H3F3A_1_w_226252075.27.fail-all	415	168	482	H3F3A
H3F3A_1_w_226252086.27.fail-all	102	36	886	H3F3A
H3F3B_17_c_73775178.26-all	391	207	522	H3F3B
H3F3B_17_c_73775181.25-all	279	133	367	H3F3B
H3F3B_17_w_73775151.24-all	323	173	601	H3F3B
H3F3B_17_w_73775154.26-all	355	161	415	H3F3B
H3F3C_12_c_31945009.25-all	749	393	716	H3F3C
H3F3C_12_c_31945010.26-all	1186	578	1069	H3F3C
H3F3C_12_c_31945011.27-all	1943	993	1662	H3F3C
H3F3C_12_c_31945023.26-all	413	161	565	H3F3C
H6PD_1_c_9305026.23-all	704	298	506	H6PD
H6PD_1_c_9305035.25-all	803	300	444	H6PD
H6PD_1_c_9305036.26-all	1852	851	1297	H6PD
H6PD_1_w_9305027.24-all	378	184	423	H6PD
HAAO_2_c_43019634.28-all	201	123	228	HAAO
HAAO_2_c_43019650.26-all	225	100	324	HAAO
HAAO_2_w_43019645.26-all	475	206	558	HAAO
HAAO_2_w_43019646.28-all	297	119	304	HAAO
HABP2_10_c_115334082.25-all	749	353	643	HABP2
HABP2_10_w_115334053.23-all	1123	565	896	HABP2
HABP2_10_w_115334054.25-all	1162	533	1010	HABP2
HABP2_10_w_115334055.24-all	567	252	515	HABP2
HABP4_9_c_99212598.24-all	670	312	578	HABP4
HABP4_9_w_99212582.28-all	1026	480	902	HABP4
HABP4_9_w_99212583.27-all	457	229	469	HABP4
HABP4_9_w_99212601.23-all	836	377	750	HABP4
HACE1_6_c_105307469.25-all	531	184	363	HACE1
HACE1_6_c_105307487.26-all	439	187	520	HACE1
HACE1_6_c_105307490.25-all	727	324	899	HACE1
HACE1_6_w_105307453.27-all	623	304	605	HACE1
HACL1_3_c_15642966.24-all	544	265	676	HACL1
HACL1_3_w_15642672.26-all	887	485	861	HACL1
HACL1_3_w_15642903.26-all	733	310	573	HACL1
HACL1_3_w_15642936.28-all	489	242	471	HACL1
HADHA_2_c_26457139.26-all	566	276	479	HADHA
HADHA_2_c_26467431.25-all	468	247	504	HADHA
HADHA_2_w_26457109.24-all	619	302	605	HADHA
HADHA_2_w_26457122.25-all	574	304	473	HADHA
HADHB_2_w_26477139.27-all	1201	635	1097	HADHB
HADHB_2_w_26477140.26-all	871	425	754	HADHB
HADHB_2_w_26477141.25-all	629	304	518	HADHB
HADHB_2_w_26486251.28-all	863	345	819	HADHB
HADH_4_w_108911092.28-all	780	416	539	HADH
HADH_4_w_108911101.28-all	696	336	373	HADH
HADH_4_w_108911119.28-all	722	437	679	HADH
HADH_4_w_108911125.28-all	526	269	361	HADH
HAGHL_16_c_777539.26-all	1048	466	587	HAGHL
HAGHL_16_c_777566.28-all	1796	805	1032	HAGHL
HAGHL_16_c_777581.26-all	809	316	709	HAGHL
HAGHL_16_w_777553.25-all	767	404	568	HAGHL
HAGH_16_c_1872947.23-all	1191	494	1003	HAGH
HAGH_16_c_1872951.27-all	1749	777	1585	HAGH
HAGH_16_w_1872957.26-all	931	492	685	HAGH
HAGH_16_w_1872963.26-all	786	408	856	HAGH
HAL_12_c_96386516.24-all	960	435	923	HAL
HAL_12_w_96386490.28-all	463	210	387	HAL
HAL_12_w_96386530.25-all	860	420	783	HAL
HAL_12_w_96386538.27-all	649	335	556	HAL
HAMP_19_w_35773493.27-all	748	350	740	HAMP
HAMP_19_w_35773494.28-all	390	176	379	HAMP
HAMP_19_w_35773505.27-all	364	153	466	HAMP
HAMP_19_w_35773524.28-all	451	237	464	HAMP
HAND1_5_c_153857523.25-all	854	336	706	HAND1
HAND1_5_c_153857526.26-all	552	204	384	HAND1
