Guide	Counts
FNBP1_9_w_132757156.28-all	476
FNBP1_9_w_132757200.28-all	1407
FNBP1_9_w_132757201.27-all	705
FNBP4_11_c_47788814.26-all	409
FNBP4_11_c_47788815.27-all	989
FNBP4_11_c_47788825.28-all	263
FNBP4_11_c_47788826.25-all	679
FNDC1_6_w_159590632.28-all	1993
FNDC1_6_w_159590633.27-all	1650
FNDC1_6_w_159590634.28-all	1102
FNDC1_6_w_159590635.27-all	410
FNDC3A_13_w_49688792.26-all	939
FNDC3A_13_w_49688804.28-all	805
FNDC3A_13_w_49688814.26-all	1759
FNDC3A_13_w_49688815.25-all	1051
FNDC3B_3_w_171830291.28-all	656
FNDC3B_3_w_171830295.23-all	606
FNDC3B_3_w_171830301.28-all	979
FNDC3B_3_w_171830302.27-all	424
FNDC4_2_c_27717521.24-all	543
FNDC4_2_c_27717523.26-all	975
FNDC4_2_c_27717531.26-all	390
FNDC4_2_c_27717542.24-all	499
FNDC7_1_c_109255592.28-all	811
FNDC7_1_w_109255582.24-all	440
FNDC7_1_w_109260400.26-all	758
FNDC7_1_w_109260409.28-all	603
FNDC8_17_c_33448739.25-all	836
FNDC8_17_c_33448740.27-all	1453
FNDC8_17_c_33448746.26-all	366
FNDC8_17_c_33448747.25-all	1130
FNDC9_5_c_156770497.24-all	374
FNDC9_5_c_156770506.28-all	864
FNDC9_5_w_156770483.28-all	838
FNDC9_5_w_156770509.26-all	713
FNIP1_5_c_131132596.24-all	917
FNIP1_5_c_131132607.27-all	655
FNIP1_5_c_131132608.25-all	725
FNIP1_5_c_131132609.26-all	1074
FNIP2_4_c_159690402.25-all	730
FNIP2_4_c_159690403.26-all	967
FNIP2_4_w_159690369.25-all	628
FNIP2_4_w_159690381.28-all	739
FNTA_8_c_42911527.22-all	410
FNTA_8_c_42911538.27-all	379
FNTA_8_w_42911534.28-all	438
FNTA_8_w_42911535.27-all	200
FNTB_14_w_65453680.25-all	511
FNTB_14_w_65453693.28-all	266
FNTB_14_w_65453703.27-all	104
FNTB_14_w_65453707.28-all	384
FOCAD_9_c_20717825.27-all	1004
FOCAD_9_c_20720429.28-all	965
FOCAD_9_c_20720451.26-all	782
FOCAD_9_w_20720439.26-all	818
FOLH1_11_c_49196502.23.pass11-all	1070
FOLH1_11_c_49197453.26-all	772
FOLH1_11_w_49194933.27.pass20-all	225
FOLH1_11_w_49197440.25.pass11-all	792
FOLR1_11_c_71903262.23-all	461
FOLR1_11_c_71903265.26-all	959
FOLR1_11_c_71903280.25-all	456
FOLR1_11_c_71903291.28-all	347
FOLR2_11_c_71929694.27-all	808
FOLR2_11_c_71929699.27-all	769
FOLR2_11_w_71929674.28-all	793
FOLR2_11_w_71929690.28-all	1257
FOPNL_16_c_15977985.23-all	778
FOPNL_16_c_15977986.23-all	880
FOPNL_16_c_15978049.27-all	382
FOPNL_16_w_15978009.28-all	620
FOSB_19_w_45971858.26-all	1296
FOSB_19_w_45971859.24-all	926
FOSB_19_w_45971860.22-all	582
FOSB_19_w_45971875.28-all	272
FOSL1_11_c_65667782.27-all	463
FOSL1_11_c_65667783.28-all	865
FOSL1_11_w_65667760.26-all	635
FOSL1_11_w_65667763.23-all	336
FOSL2_2_w_28616592.25-all	546
FOSL2_2_w_28616602.24-all	480
FOSL2_2_w_28616603.24-all	725
FOSL2_2_w_28616618.28-all	417
FOS_14_c_75745718.23-all	867
FOS_14_w_75745725.28-all	1087
FOS_14_w_75745728.26-all	629
FOS_14_w_75745746.26-all	490
FOXA1_14_c_38061914.23-all	577
FOXA1_14_c_38064142.25-all	701
FOXA1_14_w_38064107.27-all	883
FOXA1_14_w_38064132.25-all	580
FOXA2_20_c_22564860.28-all	850
FOXA2_20_c_22564864.26-all	532
FOXA2_20_w_22564871.25-all	528
FOXA2_20_w_22564872.28-all	746
FOXA3_19_c_46367750.25-all	223
FOXA3_19_w_46367739.26-all	1756
FOXA3_19_w_46367740.25-all	668
FOXA3_19_w_46367746.23-all	819
FOXB1_15_w_60297165.24-all	906
FOXB1_15_w_60297171.24-all	1682
FOXB1_15_w_60297172.23-all	1202
FOXB1_15_w_60297176.27-all	745
FOXB2_9_w_79634573.24-all	735
FOXB2_9_w_79634579.25-all	281
FOXB2_9_w_79634602.25-all	1014
FOXB2_9_w_79634634.26-all	494
FOXC1_6_w_1610715.28-all	692
FOXC1_6_w_1610728.24-all	350
FOXC1_6_w_1610729.26-all	681
FOXC1_6_w_1610733.28-all	601
FOXC2_16_c_86600980.22-all	465
FOXC2_16_c_86600981.23-all	1292
FOXC2_16_w_86600989.28-all	1251
FOXC2_16_w_86600990.27-all	625
FOXD2_1_w_47903811.26-all	1478
FOXD2_1_w_47903812.25-all	790
FOXD2_1_w_47903841.24-all	182
FOXD2_1_w_47903844.25-all	277
FOXD3_1_w_63788733.26-all	606
FOXD3_1_w_63788734.28-all	339
FOXD3_1_w_63788739.28-all	670
FOXD3_1_w_63788754.22-all	781
FOXD4L1_2_c_114257710.23-all	429
FOXD4L1_2_w_114257368.25-all	327
FOXD4L1_2_w_114257696.24-all	446
FOXD4L1_2_w_114257704.28-all	419
FOXD4L2_9_w_42718070.23.fail-all	265
FOXD4L2_9_w_42718074.23.fail-all	178
FOXD4L2_9_w_42718088.22.fail-all	81
FOXD4L3_9_c_70918915.22.pass1-all	103
FOXD4L3_9_w_70917872.23.fail-all	176
FOXD4L3_9_w_70917876.26.fail-all	347
FOXD4L4_9_c_70428874.24.fail-all+	561
FOXD4L4_9_c_70428875.28.fail-all+	1509
FOXD4L4_9_c_70428889.24.fail-all	307
FOXD4L4_9_c_70428893.27.fail-all	1004
FOXD4L5_9_c_70177219.27.pass20-all	621
FOXD4L5_9_c_70177220.25.pass20-all	255
FOXD4L5_9_c_70177319.27.pass20-all	345
FOXD4L5_9_c_70177833.26.pass11-all	523
FOXD4L6_9_c_69201580.26.fail-all	58
FOXD4L6_9_c_69201588.25.fail-all	1523
FOXD4L6_9_c_69201602.23.fail-all	341
FOXD4L6_9_c_69201606.28.fail-all	450
FOXD4_9_c_117519.28.pass30-all	204
FOXD4_9_c_117799.28-all	468
FOXD4_9_w_117370.26-all	811
FOXD4_9_w_117497.27.pass30-all	537
FOXE1_9_c_100616232.28-all	310
FOXE1_9_c_100616235.27-all	231
FOXE1_9_w_100616220.27-all	1120
FOXE1_9_w_100616223.24-all	510
FOXE3_1_w_47882011.26-all	462
FOXE3_1_w_47882014.26-all	945
FOXE3_1_w_47882015.27-all	517
FOXE3_1_w_47882018.27-all	375
FOXF1_16_c_86544212.27-all	426
FOXF1_16_c_86544215.26-all	565
FOXF1_16_c_86544218.27-all	768
FOXF1_16_w_86544187.27-all	622
FOXF2_6_w_1390186.26-all	215
FOXF2_6_w_1390189.25-all	303
FOXF2_6_w_1390203.27-all	444
FOXF2_6_w_1390206.28-all	367
FOXG1_14_w_29236523.25-all	959
FOXG1_14_w_29236524.28-all	1439
FOXG1_14_w_29236525.26-all	752
FOXG1_14_w_29236531.28-all	441
FOXH1_8_c_145701118.27-all	209
FOXH1_8_c_145701119.28-all	588
FOXH1_8_c_145701131.28-all	279
FOXH1_8_c_145701132.27-all	608
FOXI1_5_w_169532968.27-all	253
FOXI1_5_w_169532975.25-all	163
FOXI1_5_w_169532979.28-all	336
FOXI1_5_w_169532989.26-all	596
FOXI2_10_c_129535561.22-all	599
FOXI2_10_w_129535541.28-all	996
FOXI2_10_w_129535544.25-all	566
FOXI2_10_w_129535557.28-all	191
FOXJ1_17_w_74136440.28-all	874
FOXJ1_17_w_74136441.27-all	401
FOXJ1_17_w_74136447.24-all	309
FOXJ1_17_w_74136448.25-all	295
FOXJ2_12_w_8192439.28-all	421
FOXJ2_12_w_8192451.26-all	723
FOXJ2_12_w_8192456.28-all	1156
FOXJ2_12_w_8192459.26-all	684
FOXJ3_1_c_42744296.27-all	731
FOXJ3_1_c_42744318.26-all	389
FOXJ3_1_w_42744300.28-all	233
FOXJ3_1_w_42744305.22-all	909
FOXK1_7_c_4721964.24-all	200
FOXK1_7_w_4721943.26-all	173
FOXK1_7_w_4721967.28-all	672
FOXK1_7_w_4721968.27-all	396
FOXK2_17_c_80477797.28-all	7
FOXK2_17_c_80477798.27-all	188
FOXK2_17_w_80477774.28-all	353
FOXK2_17_w_80477803.27-all	188
FOXL1_16_w_86612337.25-all	409
FOXL1_16_w_86612347.28-all	2131
FOXL1_16_w_86612348.28-all	1485
FOXL1_16_w_86612349.28-all	608
FOXL2_3_c_138665541.28-all	391
FOXL2_3_c_138665548.28-all	313
FOXL2_3_c_138665549.27-all	482
FOXL2_3_c_138665556.28-all	417
FOXM1_12_c_2983629.26-all	492
FOXM1_12_c_2983630.27-all	1079
FOXM1_12_c_2983631.28-all	1478
FOXM1_12_c_2983632.22-all	575
FOXN1_17_w_26850999.28-all	2168
FOXN1_17_w_26851000.24-all	908
FOXN1_17_w_26851001.27-all	1487
FOXN1_17_w_26851002.25-all	758
FOXN2_2_c_48573443.28-all	567
FOXN2_2_c_48573444.26-all	1183
FOXN2_2_w_48573377.23-all	588
FOXN2_2_w_48573427.27-all	666
FOXN3_14_c_89878719.26-all	1032
FOXN3_14_c_89878725.27-all	584
FOXN3_14_c_89878813.25-all	686
FOXN3_14_w_89878720.27-all	270
FOXN4_12_c_109746103.26-all	1124
FOXN4_12_c_109746109.27-all	642
FOXN4_12_w_109746073.24-all	489
FOXN4_12_w_109746091.25-all	1021
FOXO1_13_c_41240315.28-all	323
FOXO1_13_c_41240316.26-all	593
FOXO1_13_c_41240336.27-all	624
FOXO1_13_c_41240344.26-all	393
FOXO3_6_c_108882676.28-all	398
FOXO3_6_c_108882682.26.pass30-all	720
FOXO3_6_c_108882683.26.pass30-all	1220
FOXO3_6_c_108985305.26-all	352
FOXO4_X_c_70316411.26-all	533
FOXO4_X_w_70316403.27-all	631
FOXO4_X_w_70316415.26-all	917
FOXO4_X_w_70316428.28-all	435
FOXP1_3_c_71179748.27-CCDS58837.1	455
FOXP1_3_c_71179784.27-CCDS58837.1	777
FOXP1_3_c_71179797.24-CCDS58837.1	766
FOXP1_3_c_71179828.26-CCDS58837.1	656
FOXP1_3_c_71247484.26-CCDS58839.1+	866
FOXP1_3_c_71247488.23-CCDS58839.1+	511
FOXP1_3_w_71247475.26-CCDS58839.1+	974
FOXP1_3_w_71247476.25-CCDS58839.1+	469
FOXP2_7_c_114066654.28-all	993
FOXP2_7_c_114066666.28-all	326
FOXP2_7_c_114066678.26-all	578
FOXP2_7_w_114066684.27-all	525
FOXP3_X_c_49114951.28-all	662
FOXP3_X_c_49114953.27-all	1555
FOXP3_X_c_49114957.28-all	1307
FOXP3_X_c_49114958.26-all	1217
FOXP4_6_c_41533530.25-all	946
FOXP4_6_c_41533534.28-all	1856
FOXP4_6_w_41533514.22-all	711
FOXP4_6_w_41533537.24-all	614
FOXQ1_6_c_1312969.26-all	581
FOXQ1_6_w_1312959.26-all	336
FOXQ1_6_w_1312970.27-all	2043
FOXQ1_6_w_1312971.26-all	934
FOXR1_11_w_118842663.28-all	726
FOXR1_11_w_118842669.27-all	623
FOXR1_11_w_118849494.28-all	669
FOXR1_11_w_118849507.28-all	792
FOXR2_X_c_55650195.28-all	842
FOXR2_X_c_55650202.28-all	1232
FOXR2_X_c_55650203.23-all	714
FOXR2_X_w_55650191.28-all	379
FOXRED1_11_c_126139126.24-all	217
FOXRED1_11_c_126139132.24-all	248
FOXRED1_11_c_126139136.28-all	734
FOXRED1_11_w_126139133.24-all	256
FOXRED2_22_c_36902447.27-all	167
FOXRED2_22_c_36902448.26-all	459
FOXRED2_22_c_36902449.24-all	211
FOXRED2_22_c_36902458.24-all	482
FOXS1_20_c_30433320.26-all	279
FOXS1_20_c_30433325.28-all	532
FOXS1_20_c_30433326.28-all	1147
FOXS1_20_w_30433316.27-all	838
FPGS_9_c_130566603.27-all	509
FPGS_9_c_130566611.23-all	198
FPGS_9_w_130566586.22-all	814
FPGS_9_w_130566600.26-all	727
FPR1_19_c_52250201.24-all	651
FPR1_19_c_52250224.28-all	696
FPR1_19_c_52250225.26-all	1748
FPR1_19_c_52250226.24-all	758
FPR2_19_c_52271972.26-all	669
FPR2_19_c_52271988.27-all	926
FPR2_19_w_52271932.26-all	736
FPR2_19_w_52271957.27-all	884
FPR3_19_w_52327022.28-all	606
FPR3_19_w_52327048.26-all	1792
FPR3_19_w_52327049.25-all	1116
FPR3_19_w_52327055.27-all	635
FRA10AC1_10_c_95458090.27-all	473
FRA10AC1_10_c_95458128.26-all	912
FRA10AC1_10_w_95459794.27-all	502
FRA10AC1_10_w_95459810.26-all	597
FRAS1_4_c_78979188.24-all	404
FRAS1_4_c_78979193.28-all	597
FRAS1_4_w_78979171.25-all	957
FRAS1_4_w_78979194.22-all	631
FRAT1_10_c_99079306.27-all	500
FRAT1_10_c_99079403.24-all	692
FRAT1_10_w_99079284.26-all	606
FRAT1_10_w_99079287.28-all	528
FRAT2_10_c_99094251.28-all	590
FRAT2_10_c_99094254.26-all	767
FRAT2_10_w_99094226.23-all	919
FRAT2_10_w_99094235.28-all	514
FREM1_9_c_14776174.23-all	817
FREM1_9_w_14776164.26-all	1250
FREM1_9_w_14776165.25-all	721
FREM1_9_w_14776176.26-all	1817
FREM2_13_w_39261491.27-all	484
FREM2_13_w_39261499.27-all	9
FREM2_13_w_39261509.26-all	578
FREM3_4_c_144621806.25-all	317
FREM3_4_c_144621807.26-all	742
FREM3_4_w_144621798.23-all	451
FREM3_4_w_144621799.24-all	629
FRG1_4_c_190876241.28-all	393
FRG1_4_w_190862168.26-all	636
FRG1_4_w_190862177.27-all	639
FRG1_4_w_190862192.28-all	463
FRG2B_10_c_135439053.26.pass20-all	692
FRG2B_10_c_135440224.25.pass11-all	499
FRG2B_10_w_135438988.28.pass20-all	498
FRG2B_10_w_135438989.24.pass20-all	495
FRG2C_3_c_75715180.24-all	559
FRG2C_3_w_75714327.25-all	695
FRG2C_3_w_75714685.23.pass30-all	1005
FRG2C_3_w_75715150.28-all	144
FRG2_4_c_190947120.27.pass11-all	830
FRG2_4_c_190947123.24.pass11-all	271
FRG2_4_w_190947101.25.pass20-all	856
FRG2_4_w_190947102.24.pass20-all	365
FRK_6_c_116381426.25-all	381
FRK_6_c_116381433.28-all	536
FRK_6_c_116381441.28-all	1001
FRK_6_w_116381446.24-all	496
FRMD1_6_c_168475988.25-all	883
FRMD1_6_c_168476000.28-all	935
FRMD1_6_w_168475941.27-all	758
FRMD1_6_w_168475969.28-all	813
FRMD3_9_c_85863394.28-all	430
FRMD3_9_c_85863419.26-all	919
FRMD3_9_c_85863425.26-all	837
FRMD3_9_w_85863359.24-all	633
FRMD4A_10_c_13900897.28-all	1008
FRMD4A_10_c_13900900.23-all	932
FRMD4A_10_w_13900867.26-all	1320
FRMD4A_10_w_14372066.24-all	581
FRMD4B_3_c_69435089.27-all	955
FRMD4B_3_w_69435093.25-all	703
FRMD4B_3_w_69435109.28-all	1775
FRMD4B_3_w_69435112.25-all	848
FRMD5_15_c_44487216.22-all	854
FRMD5_15_w_44487179.28-all	1313
FRMD5_15_w_44487186.28-all	1186
FRMD5_15_w_44487219.28-all	903
FRMD6_14_c_52186825.24-all	767
FRMD6_14_c_52186834.23-all	718
FRMD6_14_c_52186848.24-all	679
FRMD6_14_w_52186827.25-all	575
FRMD7_X_c_131234714.27-all	643
FRMD7_X_w_131234680.27-all	854
FRMD7_X_w_131261820.26-all	438
FRMD7_X_w_131261844.26-all	737
FRMD8_11_c_65154532.24-all	615
FRMD8_11_w_65154529.28-all	567
FRMD8_11_w_65154542.28-all	440
FRMD8_11_w_65154543.24-all	622
FRMPD1_9_c_37692673.28-all	594
FRMPD1_9_c_37692698.26-all	494
FRMPD1_9_c_37692701.25-all	621
FRMPD1_9_w_37692654.25-all	380
FRMPD2_10_c_49459706.28-all	998
FRMPD2_10_c_49459721.27-all	520
FRMPD2_10_c_49459726.27-all	594
FRMPD2_10_w_49459707.27-all	640
FRMPD4_X_w_12516798.26-all	828
FRMPD4_X_w_12516823.24-all	97
FRMPD4_X_w_12516826.28-all	1063
FRMPD4_X_w_12516829.25-all	765
FRRS1L_9_w_111929525.27-all	305
FRRS1L_9_w_111929533.27-all	286
FRRS1L_9_w_111929536.28-all	432
FRRS1L_9_w_111929542.27-all	389
FRRS1_1_c_100214228.26-all	775
FRRS1_1_c_100214253.26-all	576
FRRS1_1_c_100214254.28-all	1404
FRRS1_1_w_100214247.25-all	625
FRS2_12_c_69962863.24-all	647
FRS2_12_c_69964144.24-all	804
FRS2_12_c_69964150.26-all	855
FRS2_12_w_69962831.27-all	648
FRS3_6_c_41744704.28-all	361
FRS3_6_w_41743315.26-all	617
FRS3_6_w_41743318.25-all	1487
FRS3_6_w_41743319.24-all	721
FRYL_4_c_48636370.27-all	430
FRYL_4_c_48636405.27-all	986
FRYL_4_c_48636406.28-all	1701
FRYL_4_w_48636389.24-all	989
FRY_13_c_32605994.26-all	514
FRY_13_w_32605940.28-all	27
FRY_13_w_32652975.26-all	1807
FRY_13_w_32652976.25-all	747
FRZB_2_c_183731264.26-all	789
FRZB_2_c_183731265.28-all	1468
FRZB_2_w_183731240.27-all	879
FRZB_2_w_183731241.26-all	519
FSBP_8_c_95449026.25-all	250
FSBP_8_c_95449058.24-all	609
FSBP_8_c_95449073.24-all	713
FSBP_8_w_95448958.27-all	532
FSCB_14_c_44976107.22-all	684
FSCB_14_c_44976132.26-all	638
FSCB_14_c_44976137.28-all	896
FSCB_14_w_44976138.28-all	230
FSCN1_7_c_5632648.24-all	585
FSCN1_7_c_5632849.28-all	565
FSCN1_7_w_5632635.25-all	682
FSCN1_7_w_5632833.25-all	748
FSCN2_17_c_79495581.23-all	765
FSCN2_17_w_79495560.25-all	441
FSCN2_17_w_79495577.28-all	789
FSCN2_17_w_79495592.28-all	796
FSCN3_7_c_127233943.25-all	814
FSCN3_7_c_127233949.26-all	685
FSCN3_7_w_127233937.28-all	1600
FSCN3_7_w_127233938.27-all	855
FSD1L_9_c_108226546.28-all	257
FSD1L_9_c_108226604.26-all	916
FSD1L_9_c_108230536.28-all	367
FSD1L_9_c_108230575.28-all	480
FSD1_19_c_4305972.28-all	507
FSD1_19_c_4306035.23-all	742
FSD1_19_w_4305946.28-all	1474
FSD1_19_w_4305947.27-all	717
FSD2_15_w_83456108.25-all	323
FSD2_15_w_83456112.27-all	1075
FSD2_15_w_83456113.26-all	713
FSD2_15_w_83456114.26-all	245
FSHB_11_w_30253472.28-all	732
FSHB_11_w_30253528.27-all	822
FSHB_11_w_30253576.26-all	375
FSHB_11_w_30255133.27-all	516
FSHR_2_c_49381523.26-all	826
FSHR_2_c_49381544.28-all	483
FSHR_2_w_49381513.28-all	782
FSHR_2_w_49381528.26-all	558
FSIP1_15_c_40068662.27-all	744
FSIP1_15_c_40068685.26-all	609
FSIP1_15_c_40068704.27-all	435
FSIP1_15_w_40068696.26-all	292
FSIP2_2_c_186603386.28-all	686
FSIP2_2_c_186603394.24-all	656
FSIP2_2_w_186603373.24-all	432
FSIP2_2_w_186603387.23-all	532
FSTL1_3_w_120169541.26-all	1329
FSTL1_3_w_120169542.25-all	517
FSTL1_3_w_120169553.27-all	465
FSTL1_3_w_120169556.27-all	418
FSTL3_19_c_676452.28-all	301
FSTL3_19_c_676464.28-all	710
FSTL3_19_w_676429.28-all	627
FSTL3_19_w_676430.25-all	213
FSTL4_5_c_132939622.26-all	859
FSTL4_5_c_132939626.28-all	1058
FSTL4_5_c_132939667.26-all	589
FSTL4_5_w_132939633.28-all	764
FSTL5_4_w_163032493.28-all	591
FSTL5_4_w_163032499.28-all	868
FSTL5_4_w_163032513.27-all	1088
FSTL5_4_w_163032520.26-all	616
FST_5_c_52776646.23-all	1305
FST_5_c_52776649.26-all	1715
FST_5_w_52776638.26-all	218
FST_5_w_52776642.28-all	416
FTCD_21_c_47575412.24-all	803
FTCD_21_c_47575413.25-all	2180
FTCD_21_c_47575431.25-all	644
FTCD_21_c_47575432.26-all	1255
FTH1_11_c_61734883.23.fail-all	50
FTH1_11_c_61734889.23.fail-all	348
FTH1_11_w_61732523.25.pass1-all	756
FTH1_11_w_61732541.22.pass1-all	220
FTHL17_X_c_31090040.27-all	523
FTHL17_X_c_31090058.28-all	340
FTHL17_X_c_31090062.24-all	436
FTHL17_X_c_31090065.24-all	502
FTL_19_c_49469095.27.pass20-all	711
FTL_19_w_49469565.22.pass20-all	539
FTL_19_w_49469566.28.pass20-all	1759
FTL_19_w_49469567.27.pass20-all	932
FTMT_5_c_121187687.28-all	930
FTMT_5_w_121187678.26-all	682
FTMT_5_w_121187683.28-all	714
FTMT_5_w_121187696.24-all	651
FTO_16_w_53738106.26-all	1143
FTO_16_w_53738107.23-all	605
FTO_16_w_53738108.24-all	499
FTO_16_w_53738115.22-all	879
FTSJ1_X_c_48336461.24-all	635
FTSJ1_X_c_48336462.26-all	1550
FTSJ1_X_w_48336473.26-all	894
FTSJ1_X_w_48336476.27-all	512
FTSJ2_7_c_2279318.25-all	372
FTSJ2_7_w_2279288.24-all	361
FTSJ2_7_w_2279302.25-all	345
FTSJ2_7_w_2279303.27-all	915
FTSJ3_17_c_61904232.27-all	391
FTSJ3_17_w_61904195.26-all	45
FTSJ3_17_w_61904201.25-all	261
FTSJ3_17_w_61904207.27-all	355
FUBP1_1_c_78444661.25-all	372
FUBP1_1_c_78444663.27-all	671
FUBP1_1_c_78444666.23-all	249
FUBP1_1_w_78444626.26-all	527
FUBP3_9_c_133455103.25-all	867
FUBP3_9_c_133455104.26-all	1340
FUBP3_9_c_133455105.27-all	2189
FUBP3_9_w_133455097.27-all	656
FUCA1_1_c_24194748.28-all	529
FUCA1_1_c_24194766.28-all	91
FUCA1_1_w_24194742.28-all	450
FUCA1_1_w_24194745.25-all	252
FUCA2_6_c_143832753.26-all	555
FUCA2_6_c_143832762.25-all	613
FUCA2_6_c_143832763.26-all	968
FUCA2_6_c_143832764.27-all	1651
FUK_16_c_70497119.25-all	348
FUK_16_w_70497102.24-all	430
FUK_16_w_70497131.28-all	1195
FUK_16_w_70497136.23-all	928
FUNDC1_X_c_44401248.26-all	802
FUNDC1_X_w_44383480.24-all	683
FUNDC1_X_w_44397728.23-all	972
FUNDC1_X_w_44401193.24-all	1404
FUNDC2_X_c_154261793.28.pass20-all	658
FUNDC2_X_c_154282906.24.pass20-all	665
FUNDC2_X_w_154255228.26-all	509
FUNDC2_X_w_154261708.26.pass20-all	504
FUOM_10_c_135171476.27-all	602
FUOM_10_c_135171488.26-all	412
FUOM_10_c_135171489.25-all	477
FUOM_10_c_135171490.28-all	1308
FURIN_15_c_91418996.24-all	700
FURIN_15_c_91418997.25-all	1445
FURIN_15_w_91418982.26-all	1564
FURIN_15_w_91418983.25-all	809
FUS_16_w_31193841.26-all	421
FUS_16_w_31193845.28-all	1296
FUS_16_w_31193846.28-all	887
FUS_16_w_31193847.27-all	466
FUT10_8_c_33318917.26-all	974
FUT10_8_c_33318931.26-all	639
FUT10_8_w_33310998.25-all	518
FUT10_8_w_33318939.24-all	679
FUT11_10_c_75532115.23-all	602
FUT11_10_w_75532103.25-all	1185
FUT11_10_w_75532104.24-all	612
FUT11_10_w_75532123.27-all	547
FUT1_19_c_49254508.28-all	404
FUT1_19_c_49254523.25-all	754
FUT1_19_c_49254529.27-all	699
FUT1_19_w_49254504.24-all	877
FUT2_19_c_49206249.28-all	619
FUT2_19_w_49206238.26-all	646
FUT2_19_w_49206243.27-all	1412
FUT2_19_w_49206244.26-all	565
FUT3_19_c_5844825.25-all	635
FUT3_19_c_5844841.27-all	787
FUT3_19_c_5844842.28-all	1267
FUT3_19_c_5844843.28-all	1931
FUT4_11_c_94277325.25-all	444
FUT4_11_c_94277335.24-all	370
FUT4_11_c_94277336.25-all	705
FUT4_11_c_94277341.27-all	586
FUT5_19_c_5867683.28-all	653
FUT5_19_c_5867711.25-all	1018
FUT5_19_c_5867721.28-all	723
FUT5_19_w_5867697.28-all	1026
FUT6_19_c_5832553.25-all	804
FUT6_19_c_5832563.26-all	1021
FUT6_19_c_5832569.27-all	812
FUT6_19_w_5832539.26-all	899
FUT7_9_c_139926164.27-all	499
FUT7_9_w_139926143.28-all	927
FUT7_9_w_139926144.27-all	511
FUT7_9_w_139926149.27-all	512
FUT8_14_c_66096263.26-all	778
FUT8_14_c_66096267.26-all	858
FUT8_14_c_66096276.27-all	577
FUT8_14_w_66096277.24-all	523
FUT9_6_c_96651100.28-all	610
FUT9_6_w_96651060.25-all	1142
FUT9_6_w_96651061.25-all	473
FUT9_6_w_96651084.23-all	1155
FUZ_19_c_50316310.23-all	319
FUZ_19_c_50316313.26-all	512
FUZ_19_c_50316321.24-all	244
FUZ_19_w_50316314.27-all	914
FXN_9_c_71650729.27-all	168
FXN_9_w_71650715.27-all	75
FXN_9_w_71650726.28-all	318
FXN_9_w_71650730.25-all	217
FXR1_3_c_180667113.26-all	799
FXR1_3_c_180669151.28-all	652
FXR1_3_c_180669158.28-all	810
FXR1_3_w_180669147.28-all	597
FXR2_17_c_7517816.22-all	902
FXR2_17_c_7517836.27-all	567
FXR2_17_c_7517841.27-all	385
FXR2_17_w_7517819.28-all	561
FXYD1_19_c_35631019.25-all	781
FXYD1_19_c_35631020.25-all	1506
FXYD1_19_c_35631034.28-all	216
FXYD1_19_w_35630997.26-all	474
FXYD2_11_c_117693422.26-all	755
FXYD2_11_c_117693423.24-all	782
FXYD2_11_c_117693424.25-all	2102
FXYD2_11_w_117693408.24-all	650
FXYD3_19_c_35610289.24-all	796
FXYD3_19_c_35610298.27-all	676
FXYD3_19_c_35610299.28-all	1290
FXYD3_19_c_35610316.28-all	776
FXYD4_10_c_43869227.27-all	503
FXYD4_10_w_43869918.25-all	897
FXYD4_10_w_43870060.23-all	896
FXYD4_10_w_43870956.25-all	830
FXYD5_19_w_35646459.27-all	1056
FXYD5_19_w_35646460.25-all	778
FXYD5_19_w_35646470.26-all	911
FXYD5_19_w_35646484.26-all	651
FXYD6-FXYD2_11_c_117712570.28-all	1284
FXYD6-FXYD2_11_c_117713470.28-all~	555
FXYD6-FXYD2_11_w_117713439.24-all	495
FXYD6-FXYD2_11_w_117713454.26-all	1698
FXYD6_11_c_117712570.26-all	1284
FXYD6_11_w_117713439.27-all	461
FXYD6_11_w_117713454.28-all	1698
FXYD7_19_c_35634267.28-all	357
FXYD7_19_c_35642191.26-all	1255
FXYD7_19_w_35639598.24-all	487
FXYD7_19_w_35642195.24-all	698
FYB_5_w_39203041.28-all	1623
FYB_5_w_39203042.27-all	1258
FYB_5_w_39203043.26-all	750
FYB_5_w_39203058.27-all	855
FYCO1_3_c_46026372.23-all	1269
FYCO1_3_c_46026378.25-all	547
FYCO1_3_c_46026397.26-all	624
FYCO1_3_w_46023135.28-all	832
FYN_6_w_112041199.28-all	1032
FYN_6_w_112041200.27-all	561
FYN_6_w_112041205.22-all	833
FYN_6_w_112041208.26-all	702
FYTTD1_3_c_197483393.25-all	775
FYTTD1_3_w_197483343.25-all	1050
FYTTD1_3_w_197483366.25-all	593
FYTTD1_3_w_197483380.24-all	817
FZD10_12_c_130647513.25-all	195
FZD10_12_w_130647495.25-all	611
FZD10_12_w_130647496.24-all	277
FZD10_12_w_130647507.28-all	582
FZD1_7_c_90894227.27-all	322
FZD1_7_c_90894228.26-all	836
FZD1_7_w_90894213.24-all	374
FZD1_7_w_90894229.27-all	370
FZD2_17_w_42635062.25-all	722
FZD2_17_w_42635063.27-all	866
FZD2_17_w_42635064.26-all	330
FZD2_17_w_42635107.25-all	228
FZD3_8_c_28360562.25-all	1037
FZD3_8_c_28360591.24-all	815
FZD3_8_c_28360594.23-all	691
FZD3_8_c_28360595.28-all	1300
FZD4_11_c_86666096.25-all	203
