Guide	Counts
LYSMD4_15_c_100272056.27-all	330
LYSMD4_15_c_100272072.25-all	301
LYSMD4_15_w_100272057.27-all	542
LYST_1_c_235993676.25-all	142
LYST_1_w_235993639.25-all	290
LYST_1_w_235993647.25-all	731
LYST_1_w_235993663.26-all	612
LYVE1_11_c_10590041.27-all	264
LYVE1_11_c_10590061.25-all	461
LYVE1_11_c_10590074.24-all	270
LYVE1_11_w_10590034.25-all	670
LYZL1_10_c_29578131.26-all	559
LYZL1_10_c_29599971.23-all	197
LYZL1_10_w_29599951.22.pass30-all	535
LYZL1_10_w_29599956.28.pass30-all	493
LYZL2_10_c_30900914.28.pass30-all	580
LYZL2_10_c_30900919.22.pass30-all	747
LYZL2_10_w_30900907.26.pass30-all	790
LYZL2_10_w_30900925.28-all	481
LYZL4_3_c_42448719.24-all	482
LYZL4_3_c_42448720.25-all	1050
LYZL4_3_c_42448732.26-all	105
LYZL4_3_w_42448711.27-all	411
LYZL6_17_c_34266315.28-all	501
LYZL6_17_c_34266316.27-all	931
LYZL6_17_w_34266305.28-all	369
LYZL6_17_w_34266332.26-all	606
LYZ_12_c_69742233.24-all	543
LYZ_12_c_69742239.25-all	424
LYZ_12_w_69742217.25-all	308
LYZ_12_w_69742220.28-all	551
LZIC_1_w_9995559.24-all	337
LZIC_1_w_9995589.26-all	540
LZIC_1_w_9995635.25-all	198
LZIC_1_w_9996586.27-all	509
LZTFL1_3_c_45877233.26-all	628
LZTFL1_3_c_45879445.26-all	396
LZTFL1_3_w_45879425.28-all	569
LZTFL1_3_w_45879469.24-all	61
LZTR1_22_c_21336694.28-all	403
LZTR1_22_c_21336695.23-all	27
LZTR1_22_c_21336696.26-all	164
LZTR1_22_w_21336669.24-all	441
LZTS1_8_c_20112662.26-all	905
LZTS1_8_c_20112666.26-all	805
LZTS1_8_c_20112674.25-all	648
LZTS1_8_w_20112663.27-all	854
LZTS2_10_c_102762328.25-all	634
LZTS2_10_w_102762299.27-all	201
LZTS2_10_w_102762322.26-all	200
LZTS2_10_w_102762331.28-all	376
M1AP_2_c_74867371.24-all	562
M1AP_2_c_74867395.27-all	152
M1AP_2_w_74867372.28-all	1102
M1AP_2_w_74867373.27-all	709
M6PR_12_c_9098952.25-all	468
M6PR_12_c_9098993.28-all	159
M6PR_12_c_9098994.24-all	414
M6PR_12_w_9098973.25-all	406
MAATS1_3_c_119421969.23-all	446
MAATS1_3_w_119421950.26-all	156
MAATS1_3_w_119421972.25-all	529
MAATS1_3_w_119421973.28-all	784
MAB21L1_13_c_36050192.23-all	282
MAB21L1_13_c_36050198.26-all	500
MAB21L1_13_c_36050210.25-all	815
MAB21L1_13_c_36050215.24-all	493
MAB21L2_4_c_151504253.22-all	566
MAB21L2_4_c_151504256.25-all	1066
MAB21L2_4_w_151504188.24-all	837
MAB21L2_4_w_151504210.28-all	436
MAB21L3_1_c_116663582.28-all	265
MAB21L3_1_c_116663588.27-all	419
MAB21L3_1_w_116655244.28-all	479
MAB21L3_1_w_116663578.28-all	251
MACC1_7_c_20199857.24-all	486
MACC1_7_w_20201399.26-all	336
MACC1_7_w_20201406.26-all	534
MACC1_7_w_20201455.28-all	280
MACF1_1_c_39549925.24-all	302
MACF1_1_c_39549934.25-all	498
MACF1_1_c_39549943.24-all	377
MACF1_1_w_39549897.27-all	434
MACROD1_11_c_63933439.24-all	439
MACROD1_11_c_63933443.28-all	677
MACROD1_11_c_63933451.23-all	401
MACROD1_11_w_63933440.24-all	272
MACROD2_20_c_15913961.26-all	581
MACROD2_20_c_15918147.25-all	744
MACROD2_20_w_15918148.28-all	1066
MACROD2_20_w_15918149.27-all	514
MAD1L1_7_c_2269733.26-all	552
MAD1L1_7_c_2269745.25-all	325
MAD1L1_7_c_2269759.28-all	13
MAD1L1_7_w_2269740.26-all	212
MAD2L1BP_6_c_43604191.28-all	227
MAD2L1BP_6_w_43604153.25-all	245
MAD2L1BP_6_w_43604156.28-all	395
MAD2L1BP_6_w_43604157.27-all	225
MAD2L1_4_c_120981347.28-all	141
MAD2L1_4_c_120987853.28-all	327
MAD2L1_4_c_120987854.23-all	62
MAD2L1_4_w_120983170.27-all	310
MAD2L2_1_c_11740502.26-all	35
MAD2L2_1_c_11740653.26-all	341
MAD2L2_1_w_11740498.25-all	276
MAD2L2_1_w_11740623.27-all	275
MADCAM1_19_c_496529.28-all	362
MADCAM1_19_w_496515.27-all	265
MADCAM1_19_w_496516.28-all	273
MADCAM1_19_w_496519.26-all	149
MADD_11_c_47295494.25-all	456
MADD_11_c_47295520.28-all	436
MADD_11_c_47295521.28-all	1413
MADD_11_w_47295489.27-all	496
MAEA_4_c_1283746.25-all	327
MAEA_4_w_1283732.26-all	428
MAEA_4_w_1283738.27-all	469
MAEA_4_w_1283739.24-all	260
MAEL_1_c_166958637.26-all	585
MAEL_1_w_166958592.26-all	403
MAEL_1_w_166958605.26-all	538
MAEL_1_w_166958609.26-all	105
MAF1_8_c_145160640.28-all	982
MAF1_8_c_145160665.26-all	750
MAF1_8_c_145160796.26-all	344
MAF1_8_c_145160800.26-all	726
MAFA_8_c_144512541.26-all	569
MAFA_8_c_144512542.27-all	1257
MAFA_8_c_144512550.25-all	314
MAFA_8_c_144512571.27-all	288
MAFB_20_c_39317387.27-all	175
MAFB_20_c_39317440.27-all	233
MAFB_20_c_39317485.27-all	502
MAFB_20_w_39317441.26-all	206
MAFF_22_c_38610480.26-all	317
MAFF_22_c_38610481.27-all	851
MAFF_22_c_38610482.28-all	1292
MAFF_22_c_38610489.25-all	309
MAFG_17_c_79880904.28-all	1000
MAFG_17_c_79880920.26-all	937
MAFG_17_w_79880907.24-all	108
MAFG_17_w_79881033.26-all	408
MAFK_7_c_1578855.26-all	510
MAFK_7_c_1579606.26-all	141
MAFK_7_c_1579627.28-all	418
MAFK_7_w_1579601.24-all	13
MAF_16_c_79633693.24-all	401
MAF_16_c_79633746.27-all	412
MAF_16_w_79633690.26-all	380
MAF_16_w_79633696.28-all	16
MAGEA10_X_c_151304020.27-all	363
MAGEA10_X_c_151304079.22-all	619
MAGEA10_X_c_151304088.27-all	469
MAGEA10_X_w_151304022.28-all	18
MAGEA11_X_c_148794844.24-all	558
MAGEA11_X_c_148794849.26-all	213
MAGEA11_X_c_148794850.27-all	594
MAGEA11_X_w_148794833.25-all	497
MAGEA12_X_c_151900540.24-all	244
MAGEA12_X_c_151900591.27-all	810
MAGEA12_X_c_151900594.28-all	1457
MAGEA12_X_w_151900523.28-all	348
MAGEA1_X_c_152482893.27-all	179
MAGEA1_X_c_152482938.27-all	372
MAGEA1_X_c_152482965.28-all	286
MAGEA1_X_w_152482946.28-all	334
MAGEA2B_X_c_151885638.27.fail-all	1117
MAGEA2B_X_w_151885598.24.fail-all+	344
MAGEA2B_X_w_151885628.22.fail-all+	150
MAGEA2B_X_w_151885639.28.fail-all	155
MAGEA2_X_c_151919842.22.fail-all	124
MAGEA2_X_w_151919843.25.fail-all	1139
MAGEA3_X_c_151935370.28-all	426
MAGEA3_X_c_151935702.26.pass20-all	275
MAGEA3_X_w_151935571.25-all	958
MAGEA3_X_w_151935817.28.pass20-all	463
MAGEA4_X_c_151092317.27-all	479
MAGEA4_X_w_151092276.27-all	1155
MAGEA4_X_w_151092277.26-all	566
MAGEA4_X_w_151092341.26-all	420
MAGEA6_X_c_151869658.28.pass20-all	421
MAGEA6_X_c_151869928.26.pass30-all	601
MAGEA6_X_w_151869609.28.pass20-all	680
MAGEA6_X_w_151870198.25.pass30-all	283
MAGEA8_X_c_149013079.25-all	524
MAGEA8_X_c_149013085.26-all	827
MAGEA8_X_c_149013116.28-all	151
MAGEA8_X_w_149013112.25-all	517
MAGEA9B_X_c_148664790.22.fail-all+	369
MAGEA9B_X_c_148664801.22.fail-all+	232
MAGEA9B_X_c_148664813.24.fail-all+	455
MAGEA9B_X_w_148664776.23.fail-all+	270
MAGEB10_X_c_27839458.26-all	456
MAGEB10_X_c_27839459.28-all	924
MAGEB10_X_w_27839449.28-all	487
MAGEB10_X_w_27839454.23-all	579
MAGEB16_X_w_35820334.25-all	402
MAGEB16_X_w_35820357.28-all	338
MAGEB16_X_w_35820377.26-all	786
MAGEB16_X_w_35820378.28-all	328
MAGEB17_X_c_16188563.25-all	337
MAGEB17_X_c_16188583.24-all	397
MAGEB17_X_w_16188508.24-all	212
MAGEB17_X_w_16188570.28-all	102
MAGEB18_X_c_26157171.27-all	482
MAGEB18_X_c_26157177.25-all	304
MAGEB18_X_w_26157146.23-all	572
MAGEB18_X_w_26157149.26-all	591
MAGEB1_X_c_30268670.25-all	308
MAGEB1_X_c_30268679.27-all	392
MAGEB1_X_w_30268674.28-all	256
MAGEB1_X_w_30268675.27-all	129
MAGEB2_X_c_30236765.23-all	831
MAGEB2_X_c_30236767.28-all	240
MAGEB2_X_w_30236749.23-all	369
MAGEB2_X_w_30236761.26-all	352
MAGEB3_X_c_30254097.27-all	455
MAGEB3_X_c_30254098.28-all	930
MAGEB3_X_w_30254067.28-all	419
MAGEB3_X_w_30254093.24-all	483
MAGEB4_X_w_30260284.22-all	470
MAGEB4_X_w_30260296.22-all	434
MAGEB4_X_w_30260316.28-all	1040
MAGEB4_X_w_30260317.27-all	474
MAGEB6_X_c_26212021.25-all	624
MAGEB6_X_w_26211989.27-all	521
MAGEB6_X_w_26212015.23-all	302
MAGEB6_X_w_26212026.27-all	402
MAGEC1_X_c_140993218.24-all	512
MAGEC1_X_c_140993219.26-all	1253
MAGEC1_X_w_140993208.28-all	791
MAGEC1_X_w_140993253.27-all	993
MAGEC2_X_c_141291760.27-all	577
MAGEC2_X_c_141291765.26-all	361
MAGEC2_X_c_141291766.24-all	694
MAGEC2_X_c_141291769.27-all	1038
MAGEC3_X_c_140984691.26-all	569
MAGEC3_X_c_140984692.27-all	1701
MAGEC3_X_w_140984681.27-all	306
MAGEC3_X_w_140984726.28-all	301
MAGED1_X_c_51637427.26-all	427
MAGED1_X_c_51637428.27-all	760
MAGED1_X_w_51638155.24-all	202
MAGED1_X_w_51638158.27-all	485
MAGED2_X_c_54835792.27-all	677
MAGED2_X_c_54836220.23-all	969
MAGED2_X_w_54836209.28-all	526
MAGED2_X_w_54836210.24-all	574
MAGED4B_X_w_51811213.25.fail-all	922
MAGED4_X_c_51929048.22.fail-all+	689
MAGED4_X_c_51929072.26.fail-all	922
MAGED4_X_c_51929078.27.fail-all+	476
MAGED4_X_c_51929079.28.fail-all+	725
MAGEE1_X_w_75648337.26-all	178
MAGEE1_X_w_75648352.27-all	995
MAGEE1_X_w_75648355.24-all	508
MAGEE1_X_w_75648358.28-all	676
MAGEE2_X_c_75004871.22-all	326
MAGEE2_X_w_75004815.23-all	509
MAGEE2_X_w_75004821.24-all	617
MAGEE2_X_w_75004827.28-all	1039
MAGEF1_3_c_184429573.28-all	13
MAGEF1_3_c_184429596.25-all	232
MAGEF1_3_w_184429575.26-all	298
MAGEF1_3_w_184429582.25-all	410
MAGEH1_X_w_55478810.25-all	277
MAGEH1_X_w_55478836.28-all	126
MAGEH1_X_w_55478850.26-all	741
MAGEH1_X_w_55478863.25-all	360
MAGI1_3_c_66023956.28-all	374
MAGI1_3_c_66023968.25-all	239
MAGI1_3_c_66023978.24-all	513
MAGI1_3_w_66023950.24-all	520
MAGI2_7_c_79082591.27-all	612
MAGI2_7_c_79082631.26-all	4
MAGI2_7_w_79082570.24-all	687
MAGI2_7_w_79082574.25-all	606
MAGI3_1_c_113933687.28-all	462
MAGI3_1_c_113933697.26-all	501
MAGI3_1_w_113933710.26-all	154
MAGI3_1_w_113933716.26-all	155
MAGIX_X_c_49019264.23-all	250
MAGIX_X_w_49020127.28-all	371
MAGIX_X_w_49020128.27-all	207
MAGIX_X_w_49020129.25-all	90
MAGOHB_12_c_10762452.22-all	608
MAGOHB_12_w_10762436.24-all	118
MAGOHB_12_w_10766040.26-all	1219
MAGOHB_12_w_10766044.22-all	863
MAGOH_1_c_53704066.26-all	194
MAGOH_1_w_53699296.22-all	33
MAGOH_1_w_53699299.25-all	91
MAGOH_1_w_53704035.28-all	80
MAGT1_X_c_77150959.28-all	430
MAGT1_X_c_77150964.25-all	339
MAGT1_X_c_77150976.27-all	497
MAGT1_X_c_77150984.26-all	679
MAG_19_c_35786562.25-all	462
MAG_19_w_35786547.27-all	826
MAG_19_w_35786548.28-all	369
MAG_19_w_35786554.26-all	373
MAK16_8_c_33346081.25-all	478
MAK16_8_c_33346094.23-all	244
MAK16_8_w_33346058.26-all	373
MAK16_8_w_33346073.24-all	100
MAK_6_c_10830864.23-all	462
MAK_6_w_10830847.27-all	1693
MAK_6_w_10830848.26-all	910
MAK_6_w_10830849.25-all	386
MALL_2_c_110873354.28-all	537
MALL_2_c_110873358.27-all	282
MALL_2_c_110873359.27-all	694
MALL_2_c_110873364.26-all	95
MALSU1_7_w_23338977.27-all	326
MALSU1_7_w_23338985.26-all	80
MALSU1_7_w_23339006.27-all	186
MALSU1_7_w_23339007.27-all	91
MALT1_18_c_56338902.26-all	452
MALT1_18_w_56338892.24-all	402
MALT1_18_w_56338893.27-all	351
MALT1_18_w_56338911.28-all	234
MAL_2_w_95691541.28-all	1132
MAL_2_w_95691542.25-all	239
MAL_2_w_95691543.27-all	533
MAL_2_w_95691544.26-all	337
MAMDC2_9_c_72659137.23-all	345
MAMDC2_9_w_72659499.26-all	865
MAMDC2_9_w_72659500.25-all	418
MAMDC2_9_w_72659511.28-all	489
MAMDC4_9_w_139746871.27-all	228
MAMDC4_9_w_139746878.27-all	275
MAMDC4_9_w_139746882.28-all	896
MAMDC4_9_w_139746885.26-all	475
MAML1_5_w_179160122.24-all	401
MAML1_5_w_179160123.25-all	598
MAML1_5_w_179160126.28-all	384
MAML1_5_w_179160130.23-all	535
MAML2_11_c_96075032.25-all	350
MAML2_11_c_96075033.25-all	727
MAML2_11_c_96075042.24-all	99
MAML2_11_c_96075043.25-all	228
MAML3_4_c_141074418.25-all	275
MAML3_4_c_141074452.23-all	520
MAML3_4_w_141074398.25-all	448
MAML3_4_w_141074443.26-all	383
MAMLD1_X_w_149613824.28-all	1758
MAMLD1_X_w_149613825.27-all	1218
MAMLD1_X_w_149613826.26-all	681
MAMLD1_X_w_149613834.25-all	388
MAMSTR_19_c_49218627.26-all	286
MAMSTR_19_c_49218628.27-all	769
MAMSTR_19_c_49218629.23-all	394
MAMSTR_19_c_49218630.24-all	742
MAN1A1_6_c_119670208.27-all	243
MAN1A1_6_c_119670215.25-all	393
MAN1A1_6_c_119670225.26-all	172
MAN1A1_6_c_119670226.27-all	497
MAN1A2_1_w_117910812.27-all	111
MAN1A2_1_w_117910826.26-all	1177
MAN1A2_1_w_117910827.27-all	301
MAN1A2_1_w_117910828.24-all	417
MAN1B1_9_c_139981479.27-all	553
MAN1B1_9_c_139981488.26-all	441
MAN1B1_9_w_139981458.25-all	321
MAN1B1_9_w_139981491.27-all	226
MAN1C1_1_c_25944321.26-all	410
MAN1C1_1_w_25944317.26-all	905
MAN1C1_1_w_25944318.25-all	415
MAN1C1_1_w_25944322.27-all	207
MAN2A1_5_c_109026149.27-all	512
MAN2A1_5_w_109026129.27-all	555
MAN2A1_5_w_109026132.28-all	830
MAN2A1_5_w_109026140.23-all	559
MAN2A2_15_c_91447468.27-all	686
MAN2A2_15_c_91447469.28-all	1231
MAN2A2_15_c_91447470.26-all	1134
MAN2A2_15_w_91447474.27-all	367
MAN2B1_19_c_12777507.28-all	57
MAN2B1_19_w_12777474.24-all	82
MAN2B1_19_w_12777488.25-all	207
MAN2B1_19_w_12777489.22-all	506
MAN2B2_4_c_6576967.27-all	630
MAN2B2_4_w_6576958.28-all	432
MAN2B2_4_w_6576975.26-all	565
MAN2B2_4_w_6576988.27-all	340
MAN2C1_15_c_75660889.26-all	174
MAN2C1_15_c_75660907.24-all	488
MAN2C1_15_c_75660911.26-all	870
MAN2C1_15_w_75660894.24-all	296
MANBAL_20_w_35929690.27-all	665
MANBAL_20_w_35929693.25.pass30-all	489
MANBAL_20_w_35929781.26.pass30-all	601
MANBAL_20_w_35944729.27-all	49
MANBA_4_c_103682004.26-all	318
MANBA_4_c_103682033.24-all	365
MANBA_4_c_103682042.28-all	362
MANBA_4_w_103682007.24-all	343
MANEAL_1_c_38261458.22.pass20-all	503
MANEAL_1_c_38261476.28-all	466
MANEAL_1_w_38261472.28.pass30-all	464
MANEAL_1_w_38261480.24.pass20-all	557
MANEA_6_c_96034424.27-all	577
MANEA_6_w_96034405.26-all	478
MANEA_6_w_96034429.28-all	307
MANEA_6_w_96034443.27-all	541
MANF_3_c_51422799.25-all	440
MANF_3_c_51422803.26-all	244
MANF_3_c_51422806.27-all	596
MANF_3_w_51422789.28-all	322
MANSC1_12_c_12496161.28-all	858
MANSC1_12_c_12496194.26-all	1740
MANSC1_12_w_12496182.28-all	649
MANSC1_12_w_12496208.28-all	428
MANSC4_12_c_27924170.25-all	357
MANSC4_12_w_27924158.28-all	2271
MANSC4_12_w_27924159.27-all	1194
MANSC4_12_w_27924160.26-all	454
MAOA_X_c_43571214.23-all	510
MAOA_X_c_43571216.25-all	1131
MAOA_X_c_43571220.27-all	680
MAOA_X_w_43571954.25-all	505
MAOB_X_w_43741507.25-all	566
MAOB_X_w_43741513.28-all	987
MAOB_X_w_43741514.27-all	413
MAOB_X_w_43741517.26-all	472
MAP10_1_c_232940798.28-all	395
MAP10_1_c_232940813.28-all	552
MAP10_1_w_232940773.27-all	709
MAP10_1_w_232940774.28-all	284
MAP1A_15_w_43813693.26-all	832
MAP1A_15_w_43813722.28-all	867
MAP1A_15_w_43813726.24-all	507
MAP1A_15_w_43813727.24-all	407
MAP1B_5_w_71403365.24-all	151
MAP1B_5_w_71403380.26-all	392
MAP1B_5_w_71403383.28-all	300
MAP1B_5_w_71403388.27-all	694
MAP1LC3A_20_c_33147171.22-all	179
MAP1LC3A_20_w_33147011.24-all	423
MAP1LC3A_20_w_33147015.26-all	434
MAP1LC3A_20_w_33147039.26-all	480
MAP1LC3B2_12_c_117013776.28-all	643
MAP1LC3B2_12_w_117013781.27-all	549
MAP1LC3B2_12_w_117013828.28.pass30-all	856
MAP1LC3B2_12_w_117013832.24.pass30-all	514
MAP1LC3B_16_c_87436673.23.pass1-all	356
MAP1LC3B_16_c_87436683.26.pass1-all	482
MAP1LC3B_16_w_87426036.28.pass1-all	388
MAP1LC3B_16_w_87436648.22.pass11-all	119
MAP1LC3C_1_c_242162104.25-all	648
MAP1LC3C_1_c_242162300.27-all	439
MAP1LC3C_1_c_242162306.27-all	505
MAP1LC3C_1_w_242162252.27-all	694
MAP1S_19_c_17830344.26-all	16
MAP1S_19_w_17830339.24-all	252
MAP1S_19_w_17830347.27-all	382
MAP1S_19_w_17830361.28-all	179
MAP2K1_15_c_66679724.26-all	491
MAP2K1_15_w_66679711.27-all	253
MAP2K1_15_w_66679720.28-all	601
MAP2K1_15_w_66679721.27-all	242
MAP2K2_19_c_4123809.28-all	479
MAP2K2_19_w_4117483.26-all	706
MAP2K2_19_w_4117556.25-all	213
MAP2K2_19_w_4117560.28-all	246
MAP2K3_17_w_21202190.27-all	512
MAP2K3_17_w_21202191.25-all	220
MAP2K3_17_w_21202192.28-all	503
MAP2K3_17_w_21202193.27-all	362
MAP2K4_17_c_11924231.27-all	35
MAP2K4_17_c_11924234.27-all	57
MAP2K4_17_w_11924237.28-all	333
MAP2K4_17_w_11924261.27-all	156
MAP2K5_15_c_67855664.28-all	460
MAP2K5_15_c_67855673.25-all	551
MAP2K5_15_w_67842382.27-all	377
MAP2K5_15_w_67878227.26-all	234
MAP2K6_17_w_67501933.27-all	205
MAP2K6_17_w_67501949.25-all	815
MAP2K6_17_w_67512999.23-all	1031
MAP2K6_17_w_67513015.27-all	572
MAP2K7_19_w_7968839.24-all	536
MAP2K7_19_w_7968842.24-all	664
MAP2K7_19_w_7968860.24-all	176
MAP2K7_19_w_7968864.28-all	546
MAP2_2_c_210517924.28-all	532
MAP2_2_c_210517935.28-all	745
MAP2_2_w_210517927.26-all	403
MAP2_2_w_210517937.25-all	801
MAP3K10_19_c_40697973.28-all	486
MAP3K10_19_c_40697974.26-all	717
MAP3K10_19_c_40697975.27-all	1065
MAP3K10_19_w_40697963.25-all	452
MAP3K11_11_c_65381194.28-all	581
MAP3K11_11_c_65381209.27-all	367
MAP3K11_11_c_65381219.27-all	354
MAP3K11_11_c_65381220.28-all	538
MAP3K12_12_c_53881146.28-all	376
MAP3K12_12_c_53881154.28-all	416
MAP3K12_12_c_53881163.28-all	613
MAP3K12_12_c_53881166.27-all	298
MAP3K13_3_c_185161272.26-all	322
MAP3K13_3_w_185161250.28-all	1008
MAP3K13_3_w_185161251.27-all	351
MAP3K13_3_w_185161282.27-all	655
MAP3K19_2_c_135763069.27-all	783
MAP3K19_2_c_135763092.27-all	579
MAP3K19_2_c_135779349.24-all	674
MAP3K19_2_w_135763061.25-all	441
MAP3K1_5_c_56111436.26-all	369
MAP3K1_5_c_56111437.24-all	334
MAP3K1_5_w_56111425.25-all	131
MAP3K1_5_w_56111441.23-all	248
MAP3K2_2_c_128096571.24-all	516
MAP3K2_2_c_128096582.24-all	469
MAP3K2_2_w_128096572.26-all	719
MAP3K2_2_w_128096587.28-all	558
MAP3K3_17_c_61710078.28-all	210
MAP3K3_17_c_61710081.26-all	848
MAP3K3_17_w_61710083.23-all	264
MAP3K3_17_w_61710086.27-all	346
MAP3K4_6_w_161412973.26-all	288
MAP3K4_6_w_161412979.28-all	305
MAP3K4_6_w_161412989.27-all	1111
MAP3K4_6_w_161412990.25-all	399
MAP3K5_6_c_137113245.26-all	499
MAP3K5_6_c_137113251.26-all	135
MAP3K5_6_c_137113252.27-all	548
MAP3K5_6_c_137113255.27-all	448
MAP3K6_1_c_27693070.28-all	273
MAP3K6_1_c_27693071.26-all	625
MAP3K6_1_c_27693072.27-all	984
MAP3K6_1_c_27693078.27-all	228
MAP3K7CL_21_c_30458216.28-all	330
MAP3K7CL_21_c_30458223.28-all	547
MAP3K7CL_21_w_30458199.26-all	62
MAP3K7CL_21_w_30464044.27-all	546
MAP3K7_6_c_91296533.25-all	335
MAP3K7_6_c_91296534.26-all	917
MAP3K7_6_c_91296558.27-all	305
MAP3K7_6_c_91296570.26-all	901
MAP3K8_10_c_30727957.25-all	205
MAP3K8_10_w_30727996.27-all	1697
MAP3K8_10_w_30727997.26-all	583
MAP3K8_10_w_30728009.26-all	732
MAP3K9_14_c_71275858.25-all	292
MAP3K9_14_c_71275877.25-all	290
MAP3K9_14_c_71275880.28-all	679
MAP3K9_14_c_71275881.25-all	306
MAP4K1_19_c_39108498.25-all	310
MAP4K1_19_c_39108499.26-all	795
MAP4K1_19_c_39108519.24-all	98
MAP4K1_19_c_39108520.25-all	754
MAP4K2_11_c_64570587.28-all	508
MAP4K2_11_c_64570588.26-all	737
MAP4K2_11_w_64570582.28-all	368
MAP4K2_11_w_64570590.28-all	265
MAP4K3_2_c_39664105.26-all	287
MAP4K3_2_c_39664120.27-all	238
MAP4K3_2_c_39664121.28-all	375
MAP4K3_2_c_39664122.28-all	705
MAP4K4_2_c_102314572.28-all	358
MAP4K4_2_w_102314555.26-all	1149
MAP4K4_2_w_102314556.25-all	649
MAP4K4_2_w_102314557.27-all	1049
MAP4_3_c_48040252.25-all	651
MAP4_3_c_48040341.24-all	490
MAP4_3_w_48040253.28-all	764
MAP4_3_w_48040259.24-all	629
MAP6D1_3_c_183543311.28-all	479
MAP6D1_3_c_183543314.25-all	369
MAP6D1_3_c_183543324.24-all	207
MAP6D1_3_c_183543325.25-all	593
MAP6_11_c_75379376.28-all	318
MAP6_11_c_75379388.27-all	406
MAP6_11_c_75379404.27-all	676
MAP6_11_w_75379389.23-all	631
MAP7D1_1_c_36622045.26-all	219
MAP7D1_1_c_36622046.27-all	668
MAP7D1_1_w_36622029.25-all	367
MAP7D1_1_w_36622030.26-all	212
MAP7D2_X_c_20081675.26-all	453
MAP7D2_X_w_20081651.28-all	167
MAP7D2_X_w_20082845.27-all	341
MAP7D2_X_w_20082891.28-all	494
MAP7D3_X_w_135328452.28-all	594
MAP7D3_X_w_135328465.27-all	1010
MAP7D3_X_w_135328468.24-all	387
MAP7D3_X_w_135328473.25-all	446
MAP7_6_c_136709599.26-all	782
MAP7_6_c_136709606.26-all	584
MAP7_6_w_136709609.24-all	366
MAP7_6_w_136709614.22-all	352
MAP9_4_c_156294487.26-all	558
MAP9_4_c_156294512.27-all	317
MAP9_4_c_156296956.28-all	518
MAP9_4_c_156296979.24-all	419
MAPK10_4_c_87022319.27-all	333
MAPK10_4_c_87023097.25-all	787
MAPK10_4_c_87023124.28-all	562
MAPK10_4_w_87023132.28-all	1264
MAPK11_22_c_50708711.28-all	235
MAPK11_22_c_50708712.23-all	133
MAPK11_22_w_50708687.28-all	67
MAPK11_22_w_50708691.23-all	64
MAPK12_22_c_50699921.24-all	221
MAPK12_22_c_50699922.24-all	163
MAPK12_22_c_50699925.27-all	460
MAPK12_22_c_50699928.27-all	640
MAPK13_6_c_36098395.24-all	126
MAPK13_6_w_36098364.25-all	400
MAPK13_6_w_36098370.28-all	835
MAPK13_6_w_36098411.28-all	553
MAPK14_6_c_35995963.22-all	20
MAPK14_6_c_35995967.25-all	19
MAPK14_6_w_35995949.27-all	333
MAPK14_6_w_35995950.26-all	167
MAPK15_8_c_144798579.24-all	494
MAPK15_8_w_144798564.28-all	753
MAPK15_8_w_144798565.27-all	557
MAPK15_8_w_144798576.26-all	339
MAPK1IP1L_14_c_55529423.26-all	501
MAPK1IP1L_14_w_55529404.23-all	275
MAPK1IP1L_14_w_55529407.26-all	405
MAPK1IP1L_14_w_55529443.26-all	984
MAPK1_22_c_22221688.27-all	259
MAPK1_22_c_22221699.27-all	123
MAPK1_22_c_22221700.28-all	322
MAPK1_22_w_22221690.28-all	81
MAPK3_16_w_30134494.28-all	149
MAPK3_16_w_30134495.27-all	104
MAPK3_16_w_30134498.27-all	109
MAPK3_16_w_30134501.27-all	27
MAPK4_18_c_48190365.26-all	185
MAPK4_18_c_48190366.27-all	692
MAPK4_18_c_48190377.26-all	578
MAPK4_18_w_48190372.26-all	400
MAPK6_15_c_52338942.27.pass30-all	787
MAPK6_15_c_52338943.26.pass30-all	1449
MAPK6_15_w_52338729.24.pass20-all	437
MAPK6_15_w_52353531.28.pass30-all	352
MAPK7_17_w_19283950.26-all	481
MAPK7_17_w_19283956.28-all	269
MAPK7_17_w_19283978.27-all	1168
MAPK7_17_w_19283979.26-all	540
MAPK8IP1_11_c_45907398.25-all	321
MAPK8IP1_11_c_45907399.27-all	711
MAPK8IP1_11_c_45907402.24-all	106
MAPK8IP1_11_w_45907394.28-all	224
MAPK8IP3_16_c_1756368.24-all	556
MAPK8IP3_16_c_1756371.24-all	225
MAPK8IP3_16_c_1756379.26-all	143
MAPK8IP3_16_w_1756384.24-all	302
MAPK8_10_c_49609800.25-all	540
MAPK8_10_c_49609806.24-all	223
MAPK8_10_w_49609768.27-all	397
MAPK8_10_w_49612908.26-all	576
MAPK9_5_c_179707483.24-all	650
MAPK9_5_c_179707495.27-all	696
MAPK9_5_c_179707505.24-all	684
MAPK9_5_w_179707515.28-all	388
MAPKAP1_9_c_128347902.24-all	16
MAPKAP1_9_c_128347908.26-all	252
MAPKAP1_9_w_128347909.23-all	38
MAPKAP1_9_w_128347918.25-all	713
MAPKAPK2_1_w_206858581.25-all	487
MAPKAPK2_1_w_206858588.28-all	337
MAPKAPK2_1_w_206858594.28-all	326
MAPKAPK2_1_w_206858600.28-all	21
MAPKAPK3_3_c_50655023.26-all	505
MAPKAPK3_3_c_50655027.26-all	247
MAPKAPK3_3_w_50655028.28-all	559
MAPKAPK3_3_w_50655029.27-all	221
MAPKAPK5_12_c_112303101.24-all	510
